iSession,iTrial,text,A,b,n_constraints,matched_rules,un_pro
1,23,腿比较长，头比较长，脖子比较短，尾巴中等。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, 0.5, -0.5, 0.25, -0.75]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,24,腿中等，脖子和头中等。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.25, -0.75, 0.25, -0.75, 0.25, -0.75]",6,"['general_case', 'general_case']",[]
1,25,腿中等，脖子比较短，头稍微长一点，尾巴比较长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.25, -0.75, -0.5, 0.5, 0.5]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,26,腿比较长，尾巴比较长，脖子比较长，头比较短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, 0.5, 0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,27,腿中等，脖子、尾巴比较短，头比较长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, 0.0]]","[0.25, -0.75, -0.5, -0.5, 0.5]",5,"['general_case', 'general_case', 'general_case']",[]
1,28,腿比较长，尾巴比较短，脖子比较长，头比较短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5, 0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,29,腿比较短，脖子比较短，尾巴比较长，头比较长。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.5, 0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,30,腿比较短，尾巴比较短，脖子比较长，头比较短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,31,腿特别短，尾巴比较短，脖子和头长度适中。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.25, -0.75, 0.25, -0.75]",6,"['general_case', 'general_case', 'general_case']",[]
1,32,腿比较长，尾巴比较长，脖子比较短，头比脖子长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0]]","[0.5, 0.5, -0.5, 0.0]",4,"['general_case', 'general_case', 'general_case', 'comparison']",[]
1,33,腿比较长，尾巴比较短，脖子比较长，头比较短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5, 0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,34,腿适中，尾巴比较短，头比较短，脖子比较长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, -1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[0.25, -0.75, -0.5, -0.5, 0.5]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,35,腿适中，尾巴适中，脖子比较短，头比较长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.25, -0.75, 0.25, -0.75, -0.5, 0.5]",6,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,36,腿比较长，尾巴比较长，脖子比头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [-1.0, 1.0, 0.0, 0.0]]","[0.5, 0.5, 0.0]",3,"['general_case', 'general_case', 'comparison']",[]
1,37,腿比较短，尾巴比较短，头和脖子中等。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.25, -0.75, 0.25, -0.75]",6,"['general_case', 'general_case', 'general_case']",[]
1,38,腿特别长，尾巴比较短，头和脖子差不多。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",['头和脖子差不多']
1,39,腿特别短，头比较长，脖子比较短，尾巴比较短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, 0.5, -0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,40,腿特别长，头比较短，脖子比较长，尾巴中等。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5, 0.5, 0.25, -0.75]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,41,腿比较长，脖子、头比较短，尾巴比较短。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5, -0.5, -0.5]",4,"['general_case', 'general_case', 'general_case']",[]
1,42,腿比较短，脖子比较长，头比较短，尾巴比较长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5, -0.5, 0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,43,腿比较长，脖子比较短，头比较长，尾巴比较长。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, -0.5, 0.5, 0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,44,腿比较长，脖子中等，尾巴比较长，头中等。,"[[0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, 0.25, -0.75, 0.5, 0.25, -0.75]",6,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,45,腿比较长，脖子比较长，头中等，尾巴比较长。,"[[0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5, 0.25, -0.75, 0.5]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,46,腿中等，脖子比较长，腿比较短，头比较短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.25, -0.75, 0.5, -0.5, -0.5]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,47,腿比较短，头比较中等，脖子比较短，尾巴比较长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.25, -0.75, -0.5, 0.5]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,48,腿比较短，脖子比较长，尾巴比较短。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, 0.5, -0.5]",3,"['general_case', 'general_case', 'general_case']",[]
1,49,腿特别短，脖子比较长，尾巴比较长，头比较长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5, 0.5, 0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,50,腿比较短，脖子比较长，尾巴比较短，头比较短。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, 0.5, -0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,51,腿比较短，脖子比较长，尾巴比较短，头比较短。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, 0.5, -0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,52,腿比较长，尾巴比较长，头比较长，脖子比较短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[0.5, 0.5, 0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,53,腿比较长，尾巴比较长，脖子比较短，头比脖子长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0]]","[0.5, 0.5, -0.5, 0.0]",4,"['general_case', 'general_case', 'general_case', 'comparison']",[]
1,54,腿比较短，尾巴比较短，脖子比较长，头比较短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,55,腿比较短，尾巴比较长，脖子比较短，头比脖子长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5, -0.5, 0.0]",4,"['general_case', 'general_case', 'general_case', 'comparison']",[]
1,56,腿比较短，尾巴比较长，脖子比较长，头比较短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, 0.5, 0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,57,腿中等，尾巴比较长，脖子比较短，头比较短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.25, -0.75, 0.5, -0.5, -0.5]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,58,腿比较长，脖子中等，尾巴中等，头比较短。,"[[0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, 0.25, -0.75, 0.25, -0.75, -0.5]",6,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,59,腿比较长，尾巴比较长，脖子中等，头比较短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, 0.5, 0.25, -0.75, -0.5]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,60,腿比较长，脖子比较短，头中等，尾巴比较长。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, -0.5, 0.25, -0.75, 0.5]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,61,腿比较短，脖子比较长，尾巴比较长，头比较短。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, 0.5, 0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,62,腿比较长，尾巴比较长，脖子、头比较短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, 0.5, -0.5, -0.5]",4,"['general_case', 'general_case', 'general_case']",[]
1,63,腿中等，脖子比较短，头中等，尾巴比较短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.25, -0.75, -0.5, 0.25, -0.75, -0.5]",6,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,64,腿比较短，脖子比较短，尾巴比较长，头比较短，头比脖子长。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.5, -0.5, 0.0]",5,"['general_case', 'general_case', 'general_case', 'general_case', 'comparison']",[]
1,65,腿中等，脖子中等，尾巴比较短，头中等。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.25, -0.75, 0.25, -0.75, -0.5, 0.25, -0.75]",7,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,66,腿比较长，脖子比较短，尾巴比较短，头中等。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5, -0.5, 0.25, -0.75]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,67,腿比较短，脖子比较短，头和尾巴中等。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, 0.25, -0.75, 0.25, -0.75]",6,"['general_case', 'general_case', 'general_case']",[]
1,68,腿比较长，脖子中等，头和尾巴比较短。,"[[0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, 0.25, -0.75, -0.5, -0.5]",5,"['general_case', 'general_case', 'general_case']",[]
1,69,腿比较短，脖子比较长，尾巴比较短，头中等。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, 0.5, -0.5, 0.25, -0.75]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,70,腿比较长，脖子比较短，尾巴和头中等。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5, 0.25, -0.75, 0.25, -0.75]",6,"['general_case', 'general_case', 'general_case']",[]
1,71,腿比较短，脖子比较短，尾巴比较长，头中等。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.5, 0.25, -0.75]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,72,腿比较短，脖子中等，头尾巴比较长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.25, -0.75, 0.5, 0.5]",5,"['general_case', 'general_case', 'general_case']",[]
1,73,腿比较长，脖子比较短，头和尾巴中等。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5, 0.25, -0.75, 0.25, -0.75]",6,"['general_case', 'general_case', 'general_case']",[]
1,74,腿比较短，尾巴中等，脖子中等，头中等。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, 0.25, -0.75, 0.25, -0.75, 0.25, -0.75]",7,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,75,腿比较短，脖子比较长，头比较短，尾巴比较长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5, -0.5, 0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,76,腿比较短，头特别长，脖子和尾巴比较短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, 0.5, -0.5, -0.5]",4,"['general_case', 'general_case', 'general_case']",[]
1,77,腿比较长，脖子中等，头和尾巴比较短。,"[[0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, 0.25, -0.75, -0.5, -0.5]",5,"['general_case', 'general_case', 'general_case']",[]
1,78,腿比较长，脖子比较短，头比较长，尾巴比较长。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, -0.5, 0.5, 0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,79,腿比较短，脖子比较长，头和尾巴比较短。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, 0.5, -0.5, -0.5]",4,"['general_case', 'general_case', 'general_case']",[]
1,80,腿比较短，脖子比较长，头和尾巴比较短。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, 0.5, -0.5, -0.5]",4,"['general_case', 'general_case', 'general_case']",[]
1,81,腿比较短，尾巴比较长，脖子比较长，头比较短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, 0.5, 0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,82,腿比较长，脖子比较中等，头比较长，尾巴中等。,"[[0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, 0.25, -0.75, 0.5, 0.25, -0.75]",6,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,83,腿比较短，脖子中等，尾巴中等，头比较短。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, 0.25, -0.75, 0.25, -0.75, -0.5]",6,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,84,腿比较长，脖子比较短，头比较短，尾巴中等。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5, -0.5, 0.25, -0.75]",5,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,85,腿比较短，尾巴比较短，脖子、头比较长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.5, 0.5]",4,"['general_case', 'general_case', 'general_case']",[]
