iSession,iTrial,text,A,b,n_constraints,matched_rules,un_pro
1,14,脖子和腿长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,15,头、脖子、腿短。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[-0.5, -0.5, -0.5]",3,['general_case'],[]
1,16,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,17,头短。,"[[0.0, -1.0, 0.0, 0.0]]",[-0.5],1,['general_case'],[]
1,18,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,19,头、脖子、腿长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5, 0.5]",3,['general_case'],[]
1,20,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,21,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,22,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,23,头和脖子长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,24,头短。,"[[0.0, -1.0, 0.0, 0.0]]",[-0.5],1,['general_case'],[]
1,25,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,26,头长，腿长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,27,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,28,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,29,头、脖子、尾巴长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5, 0.5]",3,['general_case'],[]
1,30,头和尾巴长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,31,头、尾巴和腿短。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5]",3,['general_case'],[]
1,32,头短，腿长。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,33,腿长，尾巴长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,34,头、脖子长，腿短。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, 0.5, -0.5]",3,"['general_case', 'general_case']",[]
1,35,头长，脖子短。,"[[0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,36,脖子短，腿长度适中。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[-0.5, 0.25, -0.75]",3,"['general_case', 'general_case']",[]
1,37,头长，腿长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,38,尾巴短，腿比头长。,"[[0.0, 0.0, 0.0, -1.0], [0.0, -1.0, 1.0, 0.0]]","[-0.5, 0.0]",2,"['general_case', 'comparison']",[]
1,39,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,40,脖子短。,"[[-1.0, 0.0, 0.0, 0.0]]",[-0.5],1,['general_case'],[]
1,41,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,42,腿长，尾巴长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,43,头长，尾巴短。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,44,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,45,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,46,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,47,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,48,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,49,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,50,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,51,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,52,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,53,尾巴长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,54,腿长，尾巴长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,55,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,56,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,57,脖子长，腿短。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,58,尾巴长，脖子短。,"[[0.0, 0.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,59,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,60,脖子长，腿长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,61,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,62,腿比其余更长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,63,腿比其余更长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,64,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,65,,[],[],0,[],[]
1,66,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,67,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,68,头、脖子、腿、尾巴长度差不多。,[],[],0,[],['头、脖子、腿、尾巴长度差不多']
1,69,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,70,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,71,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,72,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,73,头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,74,腿更长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,75,脖子比其余长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,76,头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,77,脖子比头长。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,78,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,79,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,80,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,81,头和脖子短。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5]",2,['general_case'],[]
1,82,脖子和腿短。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[-0.5, -0.5]",2,['general_case'],[]
1,83,头、脖子和腿长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5, 0.5]",3,['general_case'],[]
1,84,头和脖子短。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5]",2,['general_case'],[]
1,85,头和尾巴一样长，腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],['头和尾巴一样长']
1,86,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,87,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,88,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,89,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,90,尾巴、脖子短。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,['general_case'],[]
1,91,尾巴和腿短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,['general_case'],[]
1,92,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,93,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,94,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,95,尾巴和腿短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,['general_case'],[]
1,96,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,97,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,98,尾巴短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,99,头、腿、尾巴短。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5]",3,['general_case'],[]
1,100,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,101,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,102,头长，尾巴短。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,103,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,104,头长，尾巴短。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,105,头和尾巴长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,106,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,107,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,108,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,109,脖子比腿长。,"[[1.0, 0.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,110,腿比脖子长。,"[[-1.0, 0.0, 1.0, 0.0]]",[0.0],1,['comparison'],[]
1,111,腿比脖子长。,"[[-1.0, 0.0, 1.0, 0.0]]",[0.0],1,['comparison'],[]
1,112,腿比脖子长。,"[[-1.0, 0.0, 1.0, 0.0]]",[0.0],1,['comparison'],[]
1,113,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,114,腿比脖子长。,"[[-1.0, 0.0, 1.0, 0.0]]",[0.0],1,['comparison'],[]
1,115,脖子腿短。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[-0.5, -0.5]",2,['general_case'],[]
1,116,,[],[],0,[],[]
1,117,脖子比腿长。,"[[1.0, 0.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,118,头和脖子长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,119,头、尾巴、腿短。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5]",3,['general_case'],[]
1,120,脖子比腿长。,"[[1.0, 0.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,121,腿比脖子长。,"[[-1.0, 0.0, 1.0, 0.0]]",[0.0],1,['comparison'],[]
1,122,脖子比腿长。,"[[1.0, 0.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,123,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,124,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,125,腿长，头短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,126,脖子比腿长。,"[[1.0, 0.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,127,腿比头长。,"[[0.0, -1.0, 1.0, 0.0]]",[0.0],1,['comparison'],[]
1,128,头、脖子、腿、尾巴一样长。,[],[],0,[],['头、脖子、腿、尾巴一样长']
1,129,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,130,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,131,腿短，脖子短。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,132,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,133,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,134,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,135,头短，脖子长。,"[[0.0, -1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,136,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,137,头长，尾巴长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,138,脖子比头长。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,139,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,140,尾巴最长。,"[[-1.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,141,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,142,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,143,头短，腿短。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,144,头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,145,头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,146,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,147,头长，腿短。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,148,脖子比腿长。,"[[1.0, 0.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,149,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,150,头短，腿短。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,151,腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,152,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,153,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,154,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,155,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,156,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,157,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,158,尾巴最长。,"[[-1.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,159,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,160,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,161,尾巴长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,162,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,163,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,164,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,165,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,166,腿最短。,"[[1.0, 0.0, -1.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 0.0, -1.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,167,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,168,脖子长，腿短。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,169,头长，脖子短。,"[[0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,170,脖子比头长。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,171,所有的都比较短。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5, -0.5]",4,['universal_quantifier'],[]
1,172,头长，尾巴短。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,173,尾巴最长。,"[[-1.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,174,脖子比头长。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,175,腿长，尾巴短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,176,尾巴和腿长度差不多。,[],[],0,[],['尾巴和腿长度差不多']
1,177,尾巴最长。,"[[-1.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,178,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,179,头和脖子一样长。,[],[],0,[],['头和脖子一样长']
1,180,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,181,头和脖子长度差不多。,[],[],0,[],['头和脖子长度差不多']
1,182,头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,183,头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,184,腿长，脖子短。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,185,腿最短。,"[[1.0, 0.0, -1.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 0.0, -1.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,186,头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,187,脖子比头长。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,188,各部位都长度差不多。,[],[],0,[],['各部位都长度差不多']
1,189,各部位都偏短。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5, -0.5]",4,['universal_quantifier'],[]
1,190,各部位都偏长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5, 0.5, 0.5]",4,['universal_quantifier'],[]
1,191,头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,192,各部位都偏长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5, 0.5, 0.5]",4,['universal_quantifier'],[]
1,193,头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,194,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,195,头和尾巴短。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,['general_case'],[]
