condition,seqID,iSession,iRun,iTrial,stiID,category,ambiguous,miss,choice,presskey,rating,feedback,fixDU,choRT,rateRT,fdbDU
3,1,1,2,45,45,4,0,0,4,4,1,1.0,1.35,2.72,0.619,1.592
3,1,1,2,46,46,2,1,0,2,3,1,1.0,1.373,2.482,0.846,1.427
3,1,1,2,47,47,1,0,0,2,3,2,0.5,1.131,0.443,1.614,1.154
3,1,1,2,48,48,3,0,0,3,1,2,1.0,1.335,1.575,7.86,0.89
3,1,1,2,49,49,2,0,0,3,1,1,0.0,1.322,2.3,1.733,2.32
3,1,1,2,50,50,2,0,0,1,2,1,0.5,1.074,1.316,0.732,1.042
3,1,1,2,51,51,3,1,0,3,1,1,1.0,1.052,3.426,0.82,1.307
3,1,1,2,52,52,1,0,0,1,2,2,1.0,1.243,6.347,4.085,1.005
3,1,1,2,53,53,3,0,0,4,4,2,0.5,1.476,3.033,1.829,1.066
3,1,1,2,54,54,2,1,0,2,3,1,1.0,1.164,4.019,0.51,0.669
3,1,1,2,55,55,4,0,0,2,3,2,0.0,1.287,0.879,1.259,5.536
3,1,1,2,56,56,1,1,0,3,1,1,0.0,1.105,3.67,0.823,1.861
3,1,1,2,57,57,3,1,0,4,4,2,0.5,1.371,4.732,1.602,0.964
3,1,1,2,58,58,2,1,0,3,1,2,0.0,1.121,2.422,0.724,0.663
3,1,1,2,59,59,1,0,0,1,2,2,1.0,1.247,12.759,1.809,0.93
3,1,1,2,60,60,2,0,0,2,3,1,1.0,1.345,1.477,1.583,0.907
3,1,1,2,61,61,4,0,0,3,1,1,0.5,1.441,4.254,0.987,1.759
3,1,1,2,62,62,2,0,0,1,2,1,0.5,1.476,4.843,2.079,0.85
3,1,1,2,63,63,4,0,0,4,4,1,1.0,1.268,2.995,1.854,1.162
3,1,1,2,64,64,1,0,0,1,2,1,1.0,1.062,12.793,0.463,0.463
3,1,1,2,65,65,3,1,0,4,4,2,0.5,1.067,3.219,1.705,1.062
3,1,1,2,66,66,3,0,0,3,1,1,1.0,1.122,3.052,0.49,0.428
3,1,1,3,67,67,1,0,0,2,3,2,0.5,1.416,3.096,0.446,0.893
3,1,1,3,68,68,2,0,0,2,3,1,1.0,1.12,2.655,0.464,1.383
3,1,1,3,69,69,4,0,0,1,2,2,0.0,1.403,4.452,2.015,6.945
3,1,1,3,70,70,4,1,0,1,2,1,0.0,1.115,4.324,1.414,1.001
3,1,1,3,71,71,3,0,0,3,1,2,1.0,1.461,1.37,1.159,1.114
3,1,1,3,72,72,2,0,0,2,3,1,1.0,1.169,4.558,0.915,1.881
3,1,1,3,73,73,2,0,0,3,1,2,0.0,1.091,1.236,0.883,2.024
3,1,1,3,74,74,1,1,0,1,2,1,1.0,1.119,0.775,0.909,1.43
3,1,1,3,75,75,2,1,0,2,3,1,1.0,1.303,3.664,0.898,1.11
3,1,1,3,76,76,3,0,0,3,1,2,1.0,1.231,3.697,0.628,1.029
3,1,1,3,77,77,3,0,0,3,1,3,1.0,1.169,0.245,0.698,1.52
3,1,1,3,78,78,1,1,0,3,1,3,0.0,1.411,0.499,1.048,1.096
3,1,1,3,79,79,4,0,0,1,2,1,0.0,1.287,1.606,1.009,2.6
3,1,1,3,80,80,4,0,0,1,2,1,0.0,1.269,4.537,7.79,0.889
3,1,1,3,81,81,2,0,0,2,3,1,1.0,1.455,3.728,2.986,0.636
3,1,1,3,82,82,4,1,0,4,4,3,1.0,1.136,0.878,1.489,0.673
3,1,1,3,83,83,3,0,0,3,1,2,1.0,1.374,1.433,1.248,0.632
3,1,1,3,84,84,4,1,0,3,1,1,0.5,1.372,3.427,0.684,1.026
3,1,1,3,85,85,2,1,0,2,3,2,1.0,1.184,0.454,0.845,0.45
3,1,1,3,86,86,3,0,0,3,1,2,1.0,1.278,5.496,0.624,0.765
3,1,1,3,87,87,3,0,0,4,4,2,0.5,1.03,1.144,0.567,0.732
3,1,1,3,88,88,3,0,0,3,1,4,1.0,1.019,0.38,4.17,0.921
3,1,1,3,89,89,2,0,0,2,3,4,1.0,1.26,0.882,0.897,0.938
3,1,1,3,90,90,1,1,0,2,3,2,0.5,1.385,5.013,1.822,1.532
3,1,1,3,91,91,4,1,0,4,4,4,1.0,1.463,0.327,1.627,1.082
3,1,1,3,92,92,3,0,0,3,1,1,1.0,1.058,3.029,0.619,0.994
3,1,1,3,93,93,1,0,0,2,3,3,0.5,1.279,2.951,5.858,0.854
3,1,1,3,94,94,1,1,0,1,2,3,1.0,1.229,1.634,0.586,0.708
3,1,1,3,95,95,3,1,0,3,1,2,1.0,0.998,0.177,0.468,0.451
3,1,1,3,96,96,1,0,0,1,2,1,1.0,1.162,3.196,1.511,0.632
3,1,1,3,97,97,2,0,0,3,1,2,0.0,1.074,10.14,0.587,3.52
3,1,1,3,98,98,2,0,0,2,3,2,1.0,1.393,3.206,0.299,0.657
3,1,1,3,99,99,1,1,0,2,3,2,0.5,1.149,1.818,0.377,1.429
3,1,1,4,100,100,3,1,0,3,1,2,1.0,1.259,1.06,0.959,0.977
3,1,1,4,101,101,4,0,0,4,4,2,1.0,1.076,0.586,2.277,0.826
3,1,1,4,102,102,1,0,0,3,1,1,0.0,1.296,2.511,0.831,0.725
3,1,1,4,103,103,2,0,0,2,3,3,1.0,1.125,0.042,1.214,1.033
3,1,1,4,104,104,4,0,0,4,4,3,1.0,1.322,1.733,1.165,0.916
3,1,1,4,105,105,2,0,0,2,3,2,1.0,1.34,0.707,0.885,0.914
3,1,1,4,106,106,3,1,0,1,2,1,0.0,1.369,2.181,0.897,1.106
3,1,1,4,107,107,4,0,0,3,1,1,0.5,1.219,0.627,1.072,1.149
3,1,1,4,108,108,1,0,0,1,2,1,1.0,1.034,1.428,1.326,1.203
3,1,1,4,109,109,4,1,0,2,3,2,0.0,1.108,2.626,1.618,0.892
3,1,1,4,110,110,4,0,0,4,4,2,1.0,1.453,1.904,0.649,0.533
3,1,1,4,111,111,1,0,0,2,3,2,0.5,1.069,4.242,0.63,0.769
3,1,1,4,112,112,3,0,0,3,1,2,1.0,1.409,0.965,0.779,0.426
3,1,1,4,113,113,3,1,0,1,2,1,0.0,1.264,8.951,0.855,0.645
3,1,1,4,114,114,1,0,0,3,1,2,0.0,1.494,0.856,1.334,0.669
3,1,1,4,115,115,2,1,0,3,1,1,0.0,1.032,3.927,2.106,0.649
3,1,1,4,116,116,4,1,0,4,4,2,1.0,1.215,4.063,0.562,0.579
3,1,1,4,117,117,1,0,0,1,2,2,1.0,1.046,0.505,1.038,0.502
3,1,1,4,118,118,4,1,0,2,3,2,0.0,1.477,2.898,0.487,0.595
3,1,1,4,119,119,2,0,0,2,3,2,1.0,0.995,0.628,0.518,0.357
3,1,1,4,120,120,3,1,0,4,4,2,0.5,1.383,1.656,0.598,4.885
3,1,1,4,121,121,1,0,0,3,1,2,0.0,1.404,2.17,0.502,6.374
3,1,1,4,122,122,1,0,0,2,3,2,0.5,1.43,4.808,0.902,1.91
3,1,1,4,123,123,1,0,0,1,2,2,1.0,1.035,1.651,0.669,0.691
3,1,1,4,124,124,4,0,0,1,2,2,0.0,1.194,3.581,0.526,0.632
3,1,1,4,125,125,2,0,0,2,3,2,1.0,1.123,0.26,0.455,0.508
3,1,1,4,126,126,4,0,0,1,2,2,0.0,1.396,2.619,0.523,0.539
3,1,1,4,127,127,3,0,0,3,1,1,1.0,1.21,2.269,0.449,0.835
3,1,1,4,128,128,4,1,0,1,2,1,0.0,1.451,1.651,0.526,3.041
3,1,1,4,129,129,1,1,0,1,2,2,1.0,1.084,5.068,0.938,0.851
3,1,1,4,130,130,1,0,0,2,3,4,0.5,1.125,1.217,2.131,3.316
3,1,1,4,131,131,2,0,0,2,3,2,1.0,1.066,1.956,0.521,0.489
3,1,1,4,132,132,1,1,0,2,3,2,0.5,1.061,0.826,0.386,0.788
3,1,1,4,133,133,3,0,0,1,2,1,0.0,1.43,4.992,0.699,1.099
3,1,1,4,134,134,2,0,0,2,3,2,1.0,1.284,0.586,0.361,0.387
3,1,1,4,135,135,4,0,0,1,2,1,0.0,1.269,1.082,0.831,0.531
3,1,1,4,136,136,2,0,0,3,1,1,0.0,1.065,0.445,0.762,1.323
3,1,1,4,137,137,4,1,0,4,4,2,1.0,1.422,0.144,1.454,1.521
3,1,1,5,138,138,2,0,0,2,3,2,1.0,1.306,2.269,0.865,1.482
3,1,1,5,139,139,2,1,0,2,3,1,1.0,1.169,0.87,1.323,1.01
3,1,1,5,140,140,2,0,0,2,3,2,1.0,1.251,3.769,2.699,1.086
3,1,1,5,141,141,3,0,0,3,1,1,1.0,1.195,2.628,0.714,2.134
3,1,1,5,142,142,3,1,0,3,1,1,1.0,1.03,5.464,0.42,1.163
3,1,1,5,143,143,4,0,0,3,1,1,0.5,1.113,1.87,0.586,1.219
3,1,1,5,144,144,3,0,0,3,1,2,1.0,1.054,1.656,0.996,0.8
3,1,1,5,145,145,1,0,0,2,3,2,0.5,1.085,7.514,0.76,1.257
3,1,1,5,146,146,3,0,0,3,1,1,1.0,1.113,3.486,0.445,0.524
3,1,1,5,147,147,4,0,0,4,4,2,1.0,1.203,2.461,0.533,0.69
3,1,1,5,148,148,3,0,0,3,1,2,1.0,1.017,1.07,0.549,0.625
3,1,1,5,149,149,1,0,0,2,3,4,0.5,1.447,0.135,0.576,0.813
3,1,1,5,150,150,3,0,0,3,1,2,1.0,1.469,0.458,1.158,0.59
3,1,1,5,151,151,4,0,0,3,1,3,0.5,1.24,0.638,0.592,1.249
3,1,1,5,152,152,3,1,0,3,1,2,1.0,1.239,8.768,0.797,0.659
3,1,1,5,153,153,1,0,0,1,2,3,1.0,1.162,4.86,1.495,0.515
3,1,1,5,154,154,1,0,0,2,3,3,0.5,1.446,0.641,0.759,1.658
3,1,1,5,155,155,4,0,0,4,4,2,1.0,1.178,1.284,0.643,0.517
3,1,1,5,156,156,1,1,0,2,3,3,0.5,1.048,0.846,0.505,0.653
3,1,1,5,157,157,2,1,0,4,4,3,0.0,1.386,3.092,0.764,2.818
3,1,1,5,158,158,2,0,0,3,1,2,0.0,1.189,8.21,0.5,1.806
3,1,1,5,159,159,4,0,0,1,2,2,0.0,1.114,1.404,0.328,1.53
3,1,1,5,160,160,2,1,0,1,2,2,0.5,1.196,4.21,0.392,0.689
3,1,1,5,161,161,2,0,0,2,3,2,1.0,1.041,0.661,0.38,0.461
3,1,1,5,162,162,4,1,0,3,1,2,0.5,1.059,4.772,0.443,0.622
3,1,1,5,163,163,2,0,0,2,3,3,1.0,1.467,0.643,0.685,0.471
3,1,1,5,164,164,2,0,0,2,3,4,1.0,1.474,0.587,0.915,0.54
3,1,1,5,165,165,2,0,0,2,3,1,1.0,1.282,1.278,1.287,0.544
3,1,1,5,166,166,3,0,0,3,1,3,1.0,1.022,2.496,0.664,0.721
3,1,1,5,167,167,1,0,0,2,3,2,0.5,1.111,3.255,0.33,0.986
3,1,1,5,168,168,1,1,0,1,2,2,1.0,1.17,2.741,0.457,0.645
3,1,1,5,169,169,3,0,0,3,1,2,1.0,1.406,8.472,0.658,0.653
3,1,1,5,170,170,3,0,0,3,1,3,1.0,1.0,2.222,0.551,0.594
3,1,1,5,171,171,4,1,0,4,4,4,1.0,1.014,0.344,1.02,0.603
3,1,1,5,172,172,2,1,0,2,3,4,1.0,1.077,0.377,0.637,0.868
3,1,1,5,173,173,4,0,0,1,2,3,0.0,1.319,1.751,0.685,2.204
3,1,1,5,174,174,2,0,0,2,3,1,1.0,1.361,2.077,0.547,0.962
3,1,1,6,175,175,3,0,0,4,4,2,0.5,1.319,3.987,0.734,4.801
3,1,1,6,176,176,1,1,0,3,1,2,0.0,1.22,1.019,0.569,1.119
3,1,1,6,177,177,2,1,0,2,3,2,1.0,1.268,0.29,0.626,0.388
3,1,1,6,178,178,3,1,0,3,1,2,1.0,1.142,0.257,0.414,0.536
3,1,1,6,179,179,2,1,0,2,3,2,1.0,1.368,1.264,0.395,0.604
3,1,1,6,180,180,3,0,0,4,4,2,0.5,1.087,1.248,0.525,0.73
3,1,1,6,181,181,1,1,0,1,2,1,1.0,1.338,4.508,0.804,0.905
3,1,1,6,182,182,3,0,0,3,1,2,1.0,1.085,1.081,0.445,0.724
3,1,1,6,183,183,2,0,0,3,1,2,0.0,1.178,0.316,0.52,5.491
3,1,1,6,184,184,1,0,0,1,2,2,1.0,1.308,2.516,0.353,0.489
3,1,1,6,185,185,4,0,0,4,4,2,1.0,1.386,1.661,0.581,0.491
3,1,1,6,186,186,3,0,0,3,1,4,1.0,1.033,0.365,0.668,0.507
3,1,1,6,187,187,2,0,0,3,1,4,0.0,1.461,1.674,0.618,2.113
3,1,1,6,188,188,1,1,0,2,3,5,0.5,1.383,3.422,0.628,1.898
3,1,1,6,189,189,1,1,0,1,2,2,1.0,1.238,2.626,0.737,0.619
3,1,1,6,190,190,4,0,0,4,4,5,1.0,1.212,0.362,0.393,0.49
3,1,1,6,191,191,1,1,0,1,2,2,1.0,1.217,1.021,0.751,0.476
3,1,1,6,192,192,3,0,0,3,1,2,1.0,1.147,1.702,0.494,0.404
3,1,1,6,193,193,2,0,0,3,1,3,0.0,1.249,0.558,0.425,0.572
3,1,1,6,194,194,3,0,0,3,1,1,1.0,1.25,0.157,1.165,0.505
3,1,1,6,195,195,1,0,0,3,1,2,0.0,1.404,3.474,0.49,1.986
3,1,1,6,196,196,1,0,0,2,3,1,0.5,1.393,1.478,0.489,0.579
3,1,1,6,197,197,4,1,0,1,2,2,0.0,1.317,0.794,0.437,0.554
3,1,1,6,198,198,1,0,0,1,2,3,1.0,1.183,0.007,0.878,0.931
3,1,1,6,199,199,4,0,0,4,4,5,1.0,1.401,0.685,0.377,0.643
3,1,1,6,200,200,3,0,0,3,1,3,1.0,1.261,0.442,0.96,0.514
3,1,1,6,201,201,4,0,0,3,1,1,0.5,1.169,0.669,1.497,0.907
3,1,1,6,202,202,4,1,0,3,1,2,0.5,1.466,2.557,0.403,0.671
3,1,1,6,203,203,1,1,0,4,4,2,0.0,1.434,2.484,0.535,1.392
3,1,1,6,204,204,3,0,0,3,1,1,1.0,1.27,3.449,2.769,0.606
3,1,1,6,205,205,4,0,0,3,1,2,0.5,1.306,1.132,0.812,0.675
3,1,1,6,206,206,2,1,0,2,3,1,1.0,1.288,2.326,1.028,0.929
3,1,1,6,207,207,3,1,0,3,1,2,1.0,1.097,4.532,0.29,0.484
3,1,1,6,208,208,3,0,0,4,4,2,0.5,1.144,2.19,0.4,0.764
3,1,1,6,209,209,4,1,0,4,4,2,1.0,1.23,5.241,0.574,0.584
3,1,1,6,210,210,4,0,0,4,4,4,1.0,1.108,1.706,1.53,0.508
3,1,1,6,211,211,2,0,0,2,3,2,1.0,1.418,2.597,0.365,0.502
3,1,1,6,212,212,4,1,0,4,4,1,1.0,1.09,2.387,0.747,0.547
3,1,1,6,213,213,1,0,0,1,2,1,1.0,1.106,4.98,1.062,0.574
3,1,1,6,214,214,4,0,0,3,1,1,0.5,1.078,6.776,0.992,0.647
3,1,1,7,215,215,2,0,0,3,1,2,0.0,1.107,1.625,0.954,1.689
3,1,1,7,216,216,2,0,0,2,3,2,1.0,1.212,2.363,0.917,0.42
3,1,1,7,217,217,4,0,0,3,1,2,0.5,1.149,1.433,0.373,0.714
3,1,1,7,218,218,1,0,0,4,4,2,0.0,1.458,1.82,0.514,0.523
3,1,1,7,219,219,4,0,0,1,2,2,0.0,1.209,1.47,0.332,0.438
3,1,1,7,220,220,2,0,0,2,3,2,1.0,1.085,8.17,0.493,0.442
3,1,1,7,221,221,2,1,0,4,4,3,0.0,1.448,0.845,0.362,1.116
3,1,1,7,222,222,1,0,0,2,3,2,0.5,1.486,2.584,0.463,0.656
3,1,1,7,223,223,1,0,0,3,1,2,0.0,1.213,3.354,0.53,0.458
3,1,1,7,224,224,4,0,0,3,1,2,0.5,1.048,3.719,0.258,0.474
3,1,1,7,225,225,3,0,0,4,4,2,0.5,1.122,7.996,0.368,0.569
3,1,1,7,226,226,4,0,0,3,1,2,0.5,1.198,2.033,0.479,0.489
3,1,1,7,227,227,1,1,0,2,3,2,0.5,1.292,0.642,2.738,0.44
3,1,1,7,228,228,4,0,0,3,1,2,0.5,1.124,1.411,0.486,3.33
3,1,1,7,229,229,2,0,0,2,3,1,1.0,1.296,5.958,1.082,0.524
3,1,1,7,230,230,2,1,0,2,3,2,1.0,1.351,1.592,0.596,0.649
3,1,1,7,231,231,1,0,0,1,2,1,1.0,1.104,2.654,0.45,0.466
3,1,1,7,232,232,4,1,0,3,1,1,0.5,1.051,4.867,0.345,0.634
3,1,1,7,233,233,2,0,0,2,3,3,1.0,1.142,0.799,0.793,0.454
3,1,1,7,234,234,2,0,0,4,4,1,0.0,1.153,5.95,0.427,0.578
3,1,1,7,235,235,3,0,0,3,1,1,1.0,1.206,13.145,0.658,0.47
3,1,1,7,236,236,2,0,0,3,1,2,0.0,1.248,3.711,0.407,0.723
3,1,1,7,237,237,4,1,0,4,4,1,1.0,1.035,4.939,0.54,0.425
3,1,1,7,238,238,1,0,0,4,4,2,0.0,1.125,1.858,0.341,0.532
3,1,1,7,239,239,3,1,0,3,1,1,1.0,1.396,4.322,0.458,0.469
3,1,1,7,240,240,3,0,0,3,1,1,1.0,1.007,2.6,0.531,0.403
3,1,1,7,241,241,3,0,0,3,1,1,1.0,1.461,2.883,0.475,0.436
3,1,1,7,242,242,2,0,0,2,3,1,1.0,1.36,1.622,0.549,0.408
3,1,1,7,243,243,1,1,0,1,2,2,1.0,1.239,2.423,0.484,0.336
3,1,1,7,244,244,2,1,0,2,3,2,1.0,1.284,5.466,0.283,0.396
3,1,1,7,245,245,4,1,0,4,4,1,1.0,1.112,2.454,1.041,0.613
3,1,1,7,246,246,1,0,0,1,2,3,1.0,1.224,6.895,0.493,0.378
3,1,1,7,247,247,4,0,0,1,2,1,0.0,1.478,3.241,0.492,0.469
3,1,1,7,248,248,3,1,0,3,1,3,1.0,1.268,2.922,0.435,0.361
3,1,1,7,249,249,1,1,0,2,3,3,0.5,1.255,0.567,0.616,1.461
3,1,1,7,250,250,3,0,0,3,1,1,1.0,1.109,6.033,0.375,0.457
3,1,1,8,251,251,2,0,0,2,3,1,1.0,1.239,9.297,0.272,0.752
3,1,1,8,252,252,1,1,0,4,4,2,0.0,1.307,5.626,0.389,0.588
3,1,1,8,253,253,1,1,0,1,2,1,1.0,1.335,8.848,0.489,0.405
3,1,1,8,254,254,2,0,0,3,1,2,0.0,1.192,4.983,0.491,0.523
3,1,1,8,255,255,2,1,0,2,3,4,1.0,1.177,0.453,0.373,0.37
3,1,1,8,256,256,3,0,0,3,1,2,1.0,1.49,1.348,0.207,0.316
3,1,1,8,257,257,1,1,0,1,2,4,1.0,1.011,0.947,0.586,0.371
3,1,1,8,258,258,1,0,0,2,3,4,0.5,1.438,0.919,0.394,2.818
3,1,1,8,259,259,1,0,0,1,2,1,1.0,1.453,1.498,0.7,0.475
3,1,1,8,260,260,4,0,0,3,1,1,0.5,1.394,4.037,0.752,0.466
3,1,1,8,261,261,2,0,0,2,3,2,1.0,1.042,10.973,0.988,0.346
3,1,1,8,262,262,2,0,0,2,3,2,1.0,1.124,3.979,0.454,0.394
3,1,1,8,263,263,4,0,0,4,4,5,1.0,1.161,0.686,0.354,0.387
3,1,1,8,264,264,4,0,0,4,4,5,1.0,1.335,0.279,0.391,0.427
3,1,1,8,265,265,3,1,0,4,4,5,0.5,1.061,1.202,0.349,0.49
3,1,1,8,266,266,3,1,0,3,1,1,1.0,1.356,7.306,0.315,0.413
3,1,1,8,267,267,3,1,0,4,4,1,0.5,1.046,2.935,1.179,1.335
3,1,1,8,268,268,4,0,0,4,4,2,1.0,1.322,3.892,0.367,0.36
3,1,1,8,269,269,1,0,0,2,3,3,0.5,1.241,6.55,0.531,0.398
3,1,1,8,270,270,4,0,0,4,4,1,1.0,1.385,0.853,0.295,0.331
3,1,1,8,271,271,4,0,0,4,4,3,1.0,1.353,0.326,0.361,0.347
3,1,1,8,272,272,4,0,0,3,1,1,0.5,1.448,2.951,0.344,0.441
3,1,1,8,273,273,4,0,0,4,4,3,1.0,1.441,0.245,0.722,0.37
3,1,1,8,274,274,2,0,0,2,3,4,1.0,1.161,0.589,0.517,0.332
3,1,1,8,275,275,4,0,0,1,2,3,0.0,1.344,1.238,0.42,1.163
3,1,1,8,276,276,3,0,0,4,4,2,0.5,1.092,6.851,0.534,0.662
3,1,1,8,277,277,3,1,0,3,1,2,1.0,1.008,0.606,0.44,0.411
3,1,1,8,278,278,2,0,0,3,1,1,0.0,1.367,0.503,1.339,0.474
3,1,1,8,279,279,2,1,0,2,3,2,1.0,1.244,1.714,0.699,0.372
3,1,1,8,280,280,3,0,0,3,1,5,1.0,1.234,0.037,0.696,0.47
3,1,1,8,281,281,3,0,0,3,1,2,1.0,1.448,3.782,0.406,0.371
3,1,1,8,282,282,1,0,0,1,2,3,1.0,1.3,0.819,0.374,0.327
3,1,1,8,283,283,3,0,0,4,4,1,0.5,1.304,2.175,0.756,0.504
3,1,1,8,284,284,3,1,0,1,2,1,0.0,1.426,6.782,0.59,0.612
3,1,1,8,285,285,1,1,0,2,3,3,0.5,1.398,0.345,0.306,1.298
3,1,1,8,286,286,3,1,0,3,1,1,1.0,1.283,4.325,0.404,0.362
3,1,1,8,287,287,1,0,0,1,2,1,1.0,1.084,3.931,0.282,0.355
3,1,1,8,288,288,2,0,0,2,3,3,1.0,1.113,0.333,0.371,0.302
3,1,1,9,289,289,2,1,0,4,4,1,0.0,1.439,2.576,0.403,1.667
3,1,1,9,290,290,2,0,0,4,4,2,0.0,1.007,0.456,0.571,0.916
3,1,1,9,291,291,2,0,0,2,3,1,1.0,1.239,4.52,0.948,3.357
3,1,1,9,292,292,4,0,0,1,2,2,0.0,1.077,2.121,1.489,1.39
3,1,1,9,293,293,1,0,0,1,2,2,1.0,1.486,1.937,0.712,0.486
3,1,1,9,294,294,3,1,0,4,4,3,0.5,1.352,0.263,0.531,0.845
3,1,1,9,295,295,3,1,0,3,1,2,1.0,1.245,2.618,0.35,0.416
3,1,1,9,296,296,3,1,0,3,1,2,1.0,1.23,0.777,0.72,0.435
3,1,1,9,297,297,1,0,0,1,2,1,1.0,1.022,6.241,0.773,0.428
3,1,1,9,298,298,3,0,0,3,1,2,1.0,1.336,7.014,0.325,0.374
3,1,1,9,299,299,4,0,0,4,4,5,1.0,1.014,1.273,0.366,0.411
3,1,1,9,300,300,3,0,0,3,1,4,1.0,1.028,0.132,0.457,0.344
3,1,1,9,301,301,2,0,0,2,3,4,1.0,1.255,0.039,0.51,0.338
3,1,1,9,302,302,2,1,0,2,3,4,1.0,1.041,3.022,0.336,0.341
3,1,1,9,303,303,1,0,0,2,3,4,0.5,1.405,0.986,0.35,1.027
3,1,1,9,304,304,3,1,0,1,2,1,0.0,1.404,1.306,0.622,0.444
3,1,1,9,305,305,4,1,0,4,4,2,1.0,1.356,3.523,0.394,0.386
3,1,1,9,306,306,4,0,0,4,4,2,1.0,1.068,6.091,0.674,0.381
3,1,1,9,307,307,3,0,0,4,4,2,0.5,1.325,2.05,0.568,0.597
3,1,1,9,308,308,4,1,0,1,2,1,0.0,1.254,1.697,0.348,0.404
3,1,1,9,309,309,4,0,0,4,4,2,1.0,1.483,3.156,0.224,0.34
3,1,1,9,310,310,1,1,0,2,3,4,0.5,1.319,0.471,0.375,0.931
3,1,1,9,311,311,3,1,0,3,1,2,1.0,1.396,1.826,0.338,0.41
3,1,1,9,312,312,3,0,0,3,1,2,1.0,1.221,2.218,0.11,0.311
3,1,1,9,313,313,3,0,0,3,1,4,1.0,1.21,3.02,0.298,0.365
3,1,1,9,314,314,1,0,0,4,4,1,0.0,1.408,7.926,0.799,0.546
3,1,1,9,315,315,4,0,0,4,4,3,1.0,1.034,0.141,0.887,0.398
