iSub,condition,feature1_name,feature2_name,feature3_name,feature4_name,iSession,iBlock,iTrial,feature1,feature2,feature3,feature4,probCat1,probCat2,choice,rating,feedback,ambiguous,choRT,text,oral_center,oral_A,oral_b
401,1,green,yellow,pink,blue,1,1,51,0.584234554119475,0.819849852691455,0.470633027814994,0.975111936067703,0.339,0.661,2,3,0,0,6.983,黄色最长，粉色和蓝色偏长的也很短，绿色最短。绿色、黄色、蓝。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,52,0.0759298374219496,0.293273775727289,0.323313975433562,0.0991846349639907,0.959,0.041,2,2,0,0,11.313,黄色中等偏长，长度接近绿色，最长最长于黄色。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,53,0.604232805300761,0.329989669835607,0.669059009025313,0.577072017598207,0.192,0.808,2,1,1,0,6.157,黄色、蓝色、蓝色、绿色均比较。要接近长黄、蓝、绿都比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,54,0.514294993201579,0.539633879949845,0.898002304348921,0.856937196854383,0.47,0.53,2,1,1,1,4.02,黄蓝黄的长粉色和绿色都，粉色最长绿色。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,55,0.629562897088157,0.593714403613049,0.76448394072803,0.674008258970013,0.18,0.82,2,3,1,0,3.122,粉色比较短，差不多蓝色也差不多。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,56,0.791079519635929,0.0407714702750458,0.830543171363348,0.580792176396642,0.105,0.895,2,4,0,0,3.149,,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,57,0.135261711160438,0.510377752907119,0.715767444151927,0.665468669069248,0.977,0.023,2,1,0,0,3.348,粉长略长于粉。粉色略长于绿色，黄色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,58,0.229545344042447,0.153135137070958,0.352960186943429,0.0920040034911088,0.886,0.114,1,3,1,0,3.588,,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,59,0.542212941628493,0.192261280898084,0.58085796043185,0.275672279255117,0.388,0.612,2,3,0,0,4.952,,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,60,0.453902752766749,0.669915895652157,0.486518721193796,0.196691392876777,0.631,0.369,1,6,1,0,1.652,,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,61,0.0941512212415554,0.572357267052652,0.689956850005311,0.730484137489748,0.978,0.022,2,3,0,0,4.338,黄蓝色最长，绿色中等长度，黄色非常短。黄。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,62,0.0372929860159306,0.69933376626493,0.225710505523603,0.0240299729008238,0.952,0.048,1,6,1,0,0.98,粉色、黄色、绿色，较短，绿色、蓝绿。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,63,0.124765848896703,0.118893002308336,0.291494066481874,0.868764098506482,0.932,0.068,2,3,0,0,6.726,判断。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,64,0.723112918727358,0.0773934284919388,0.71958747290346,0.961647300082546,0.181,0.819,2,3,1,0,23.383,蓝色、粉色最长，黄色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,65,0.668739890533626,0.836858405147023,0.619756388397648,0.621147413135336,0.145,0.855,1,2,0,0,10.498,黄色最长，粉色、蓝色、绿色较长，长度差不多。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,1,66,0.643652812049545,0.0061956929419335,0.021178758900878,0.930364547800941,0.303,0.697,1,1,0,0,12.274,黄色粉色非常短，蓝色比较长，略长于绿色。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,67,0.30704396309159,0.32302387500054,0.56885029451444,0.239511769675746,0.901,0.099,1,1,1,0,9.844,粉色最长，中等的长度吧，大概，比黄色略长一些，蓝色和绿色非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,68,0.259396059161693,0.423938113802859,0.236158190019979,0.353532926448869,0.937,0.063,1,4,1,0,5.713,黄色是中等的长度，粉蓝、绿都比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,69,0.560282282040816,0.743196816948522,0.550984605416076,0.286488902671807,0.326,0.674,1,2,0,0,12.095,黄色比粉色略长一些，蓝色、绿色比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,70,0.279101862202974,0.780511304376005,0.676280147798033,0.224467378140566,0.887,0.113,1,3,1,0,2.266,黄色比粉色要长一些，长度差不多都是中等偏上的长度，蓝色和绿色非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,71,0.0624022781974721,0.972055679876438,0.384005156180461,0.535302214130336,0.961,0.039,1,3,1,0,4.636,黄色最长，粉色和蓝色差不多都中等偏短，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,72,0.368781750397207,0.681470479602674,0.464656648491846,0.386738180986358,0.871,0.129,1,5,1,0,1.709,黄色最长，粉色和蓝色中等偏短，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,73,0.209762005619064,0.486243430990054,0.432240567895658,0.306481344796141,0.976,0.024,1,3,1,0,2.055,黄色和粉色长度差不多，蓝色偏短，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,74,0.42623917715209,0.600589097519857,0.874976781347797,0.840077110185904,0.654,0.346,2,4,1,0,11.979,粉色和蓝色都中等偏长，黄色较短，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,75,0.810202524534059,0.413610662851678,0.130113630315302,0.21154987591149,0.072,0.928,1,3,0,0,16.276,绿色最长，中等偏上的长度，黄色和蓝色较短，粉色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,76,0.28663432249509,0.893502535412372,0.74222419018415,0.0584169820062348,0.816,0.184,1,5,1,0,1.566,黄色最长，最长于粉色，蓝色和绿色都非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,77,0.762698578286559,0.0510826280312266,0.765678719713664,0.374126232599594,0.114,0.886,2,5,1,0,1.678,粉色和绿色都比较长，蓝色略短，黄色非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,78,0.691684155553688,0.628781682491974,0.0891465757600416,0.644075902056584,0.147,0.853,2,1,1,0,3.687,黄色、蓝色、绿色差不多都是中等的长度，粉色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,79,0.81354718598196,0.79494350416648,0.118342399288684,0.709410750900008,0.082,0.918,2,6,1,0,2.089,黄色、蓝色、绿色都是中等偏长的长度，粉色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,80,0.0249281993510481,0.64593061588803,0.919448450958672,0.605508519551352,0.97,0.03,2,3,0,0,4.11,粉色中等偏长，黄色蓝色最短，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,81,0.968263456341289,0.380147732238236,0.362810077710802,0.440175317543561,0.011,0.989,2,2,1,0,2.08,绿色中等偏长，黄色、粉色、蓝色中等偏短，长度差不多。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,82,0.952851050517827,0.274575705210488,0.805975520964669,0.489451272401735,0.025,0.975,2,2,1,0,2.186,绿色最长，粉色、蓝色略短一些，黄色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,83,0.869635552548436,0.103615334989103,0.630869382751411,0.814901811866238,0.06,0.94,2,3,1,0,2.539,蓝色、绿色都比较长，粉色略短，黄色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,84,0.323908119054758,0.808682618317059,0.172264650143004,0.87765434683234,0.792,0.208,1,1,1,0,2.965,黄色、蓝色都比较长，粉色、绿色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,85,0.477438427290045,0.230609183227702,0.794288090028266,0.768196656812969,0.552,0.448,2,4,1,1,1.741,粉色、蓝色都比较长，黄色、绿色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,86,0.67906787044112,0.372511307756068,0.937443090595211,0.316588030033855,0.174,0.826,2,3,0,0,2.292,粉色很长，黄、绿、蓝都差不多，都偏短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,87,0.845018624257309,0.129303361221462,0.0057837637680168,0.738038494401572,0.099,0.901,2,3,1,0,4.588,蓝色、绿色都很长，粉色、黄色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,88,0.142382821671199,0.208958949576152,0.940294759629974,0.177277623516879,0.916,0.084,2,4,0,0,2.204,粉色非常长，黄、绿、蓝都偏短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,89,0.917758070721783,0.0799866994312071,0.817065560866683,0.341593272889975,0.052,0.948,1,3,0,0,3.393,粉色蓝色都很长，黄色绿色偏短。粉色和绿色都很长，黄色蓝色偏短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,90,0.386918585995299,0.235537707485924,0.986565499762316,0.756837181024675,0.7,0.3,2,3,0,0,5.72,粉色非常长，略长于蓝色，绿色和黄色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,91,0.194311864128014,0.916937697174903,0.0418352243268282,0.547566845864276,0.891,0.109,1,6,1,0,3.067,黄色很长，略长于蓝色，粉色和绿色很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,92,0.357144212450077,0.725136566458911,0.54286123021611,0.407241881334494,0.875,0.125,1,6,1,0,1.785,黄色很长，粉色和蓝色较长，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,93,0.401993008248233,0.459714296665167,0.88734819137648,0.788649259853036,0.708,0.292,2,2,0,0,5.511,粉色比较长，略长于蓝色；黄色比较短，略长于绿色。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,94,0.620520006274487,0.48079458737142,0.0593321128693744,0.427682093460795,0.24,0.76,2,3,1,0,4.42,绿黄蓝处于中等长度，均比粉色长不少。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,95,0.341348850248375,0.185617861922869,0.65284712242505,0.952549790161551,0.775,0.225,2,4,0,0,2.413,蓝色非常长，略长于粉色，略长于绿色，黄色很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,96,0.937123684376063,0.989255454944441,0.853929370728145,0.689420865308097,0.061,0.939,1,3,0,0,5.522,黄色最长，粉色、绿色差不多，略短于黄色，蓝色再略短于一些。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,97,0.707092192713981,0.260434194282408,0.301301085271835,0.639302465702449,0.094,0.906,2,2,1,0,1.758,蓝色和绿色都中等偏长，粉色和黄色偏短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,98,0.742794995875313,0.872518799746066,0.514774264637348,0.150191564965554,0.12,0.88,1,6,1,0,1.393,黄色最长，绿色、粉色略短，蓝色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,99,0.983350805159555,0.348683820337508,0.203313648692671,0.525537565942249,0.018,0.982,2,3,1,0,2.843,绿色最长，蓝色略短，黄色和粉色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,100,0.418007057918101,0.553489679620655,0.0958129387561831,0.038087602010185,0.649,0.351,1,3,0,0,1.315,黄色中等，略长于绿色，粉色、蓝色较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,101,0.898190803048781,0.528902817360554,0.517346442971794,0.11154252277202,0.033,0.967,2,2,1,0,4.46,绿色略长于黄色和粉色，蓝色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,102,0.239052853932657,0.0191571686448555,0.146597543295273,0.898981566567866,0.836,0.164,2,5,0,0,2.229,蓝色最长，绿色、粉色、黄色差不多，绿色稍微长一点，都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,103,0.0805524007945903,0.623413653804549,0.395669843764251,0.0080179295369173,0.953,0.047,1,3,1,0,1.736,黄色最长，粉色较短，绿色、蓝色都最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,104,0.157456258982344,0.854803931898178,0.0673032020874048,0.167620107319098,0.903,0.097,1,6,1,0,1.148,黄色最长，粉蓝、绿都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,105,0.999832856503522,0.875101210587869,0.26514364496306,0.135979089051282,0.04,0.96,2,3,0,0,2.154,黄色、绿色都比较长，粉色、蓝色都很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,106,0.890011137226979,0.709801854936178,0.981227688092745,0.06998720123204,0.083,0.917,2,3,1,0,4.206,粉色、绿色都比较长，黄色较短，绿色很短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,107,0.0126067272752413,0.450701409604759,0.337858155466105,0.989802622819999,0.965,0.035,2,3,0,0,3.444,蓝色非常长，粉色、绿色都偏短，粉色和黄色的偏短，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,108,0.521830080791434,0.312290088833186,0.448339759742454,0.512257267593238,0.415,0.585,2,3,1,1,3.037,蓝色、绿、绿色略长一些，粉色、黄色略短一些，都在中等偏短的位置。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,109,0.570354575980928,0.93976202502669,0.168549292153288,0.468703534443264,0.359,0.641,1,5,1,0,1.33,黄色最长，绿色、蓝色中等偏短，粉色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,110,0.779983393261128,0.163723746857993,0.192450636474012,0.908197687992673,0.122,0.878,2,3,1,0,4.857,蓝色非常长，略长于绿色，粉色和黄色都比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,111,0.497346147418283,0.39868137454917,0.270527466613889,0.475457130872689,0.509,0.491,2,3,1,1,3.953,黄色、蓝色、绿色、粉色都在中等偏短的位置。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,112,0.173685472268366,0.92446626312695,0.607366786268091,0.405504010432353,0.94,0.06,1,5,1,0,1.463,黄色最长，粉色最短，蓝色也略短一些，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,113,0.836608755038064,0.966694571522108,0.410452887821445,0.256178321784329,0.074,0.926,1,3,0,0,2.063,黄色最长，绿色最短，粉色、蓝色都比较短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,114,0.449072571735775,0.750444828251023,0.961307437027267,0.80000512890984,0.596,0.404,2,2,0,1,4.564,粉色最长，略长于黄色，蓝色比较短，绿色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,115,0.584234554119475,0.819849852691455,0.470633027814994,0.975111936067703,0.339,0.661,2,3,0,0,9.689,蓝色最长，略长于黄色，粉色和绿色中等偏短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,116,0.0759298374219496,0.293273775727289,0.323313975433562,0.0991846349639907,0.959,0.041,1,1,1,0,4.281,黄色粉色偏短，绿色蓝色非常短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,117,0.604232805300761,0.329989669835607,0.669059009025313,0.577072017598207,0.192,0.808,2,2,1,0,2.482,粉色和蓝色偏长，绿色偏短，黄色最短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,118,0.514294993201579,0.539633879949845,0.898002304348921,0.856937196854383,0.47,0.53,2,1,1,1,10.295,粉色、蓝色中等偏长，黄色、绿色中等偏短。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,119,0.629562897088157,0.593714403613049,0.76448394072803,0.674008258970013,0.18,0.82,2,5,1,0,1.9,粉色、蓝色、黄色、绿色均在中等左右的长度。,"[None, None, None, None]",[],[]
401,1,green,yellow,pink,blue,1,2,120,0.791079519635929,0.0407714702750458,0.830543171363348,0.580792176396642,0.105,0.895,2,6,0,0,2.614,粉色、蓝色、绿色均比较长，黄色非常短。,"[None, None, None, None]",[],[]
