seqID,iSession,iRun,iTrial,stiID,category,ambiguous,miss,choice,presskey,rating,feedback,fixDU,choRT,rateRT,fdbDU
1,2,3,441,441,3,0,0,4,2,1,5.000000e-01,1.406,0.773,0.227,0.454
1,2,3,442,442,2,0,0,2,4,1,1,1.212,1.207,0.297,0.382
1,2,3,443,443,4,0,0,4,2,1,1,1.342,2.485,0.296,0.394
1,2,3,444,444,3,0,0,4,2,1,5.000000e-01,1.091,0.600,0.262,0.466
1,2,3,445,445,2,0,0,2,4,1,1,1.086,7.061,1.544,0.562
1,2,3,446,446,1,1,0,2,4,2,5.000000e-01,1.392,0.139,0.825,1.146
1,2,3,447,447,2,1,0,2,4,3,1,1.214,0.717,0.541,0.425
1,2,3,448,448,1,0,0,2,4,3,5.000000e-01,1.274,0.945,1.087,0.618
1,2,3,449,449,2,0,0,1,1,1,5.000000e-01,1.094,9.822,0.432,0.606
1,2,4,450,450,4,1,0,1,1,1,0,1.449,2.495,0.762,0.382
1,2,4,451,451,1,0,0,4,2,1,0,1.369,0.457,0.196,0.325
1,2,4,452,452,2,0,0,2,4,3,1,1.088,0.643,0.325,0.286
1,2,4,453,453,1,0,0,1,1,1,1,1.488,0.490,0.295,0.359
1,2,4,454,454,1,0,0,3,3,1,0,1.403,0.055,0.316,0.405
1,2,4,455,455,1,0,0,2,4,1,5.000000e-01,1.124,0.327,0.317,0.373
1,2,4,456,456,4,0,0,3,3,1,5.000000e-01,1.126,4.268,0.253,0.478
1,2,4,457,457,4,1,0,1,1,1,0,1.267,12.119,0.198,0.407
1,2,4,458,458,3,0,0,4,2,1,5.000000e-01,1.119,0.044,0.835,8.857
1,2,4,459,459,1,0,0,2,4,1,5.000000e-01,1.383,17.691,0.535,0.548
1,2,4,460,460,3,1,0,4,2,1,5.000000e-01,1.040,2.572,0.224,0.642
1,2,4,461,461,3,0,0,3,3,1,1,1.037,0.725,0.315,2.620
1,2,4,462,462,4,1,0,2,4,1,0,1.248,13.499,0.340,0.491
1,2,4,463,463,1,1,0,2,4,1,5.000000e-01,1.048,0.786,0.276,0.470
1,2,4,464,464,1,0,0,1,1,1,1,1.360,4.179,0.125,1.105
1,2,4,465,465,3,1,0,1,1,1,0,1.198,14.924,0.747,0.515
1,2,4,466,466,4,1,0,4,2,1,1,1.021,2.125,0.119,0.414
1,2,4,467,467,3,1,0,4,2,1,5.000000e-01,1.313,0.329,0.166,0.454
1,2,4,468,468,2,0,0,2,4,3,1,1.168,0.297,0.760,0.275
1,2,4,469,469,4,1,0,4,2,1,1,1.123,1.800,0.235,0.248
1,2,4,470,470,2,0,0,2,4,3,1,1.457,0.315,0.606,0.227
1,2,4,471,471,3,0,0,3,3,1,1,1.360,0.738,0.200,0.367
1,2,4,472,472,4,1,0,3,3,1,5.000000e-01,1.254,0.349,0.250,0.323
1,2,4,473,473,1,1,0,2,4,3,5.000000e-01,1.013,0.405,0.517,0.437
1,2,4,474,474,1,0,0,1,1,1,1,1.116,0.935,0.253,0.284
1,2,4,475,475,3,0,0,4,2,1,5.000000e-01,1.251,0.400,0.509,0.345
1,2,4,476,476,2,0,0,2,4,1,1,1.275,1.456,0.516,0.326
1,2,4,477,477,2,0,0,2,4,3,1,1.377,0.722,0.275,0.302
1,2,4,478,478,2,0,0,2,4,3,1,1.296,0.475,0.284,0.359
1,2,4,479,479,2,0,0,2,4,3,1,1.103,0.611,0.269,0.372
1,2,4,480,480,4,1,0,4,2,1,1,1.338,0.464,1.417,0.317
1,2,4,481,481,3,0,0,3,3,1,1,1.451,2.048,0.710,0.343
1,2,4,482,482,2,0,0,2,4,3,1,1.387,0.824,0.312,0.351
1,2,4,483,483,3,0,0,4,2,3,5.000000e-01,1.077,1.565,0.515,0.423
1,2,4,484,484,3,0,0,4,2,3,5.000000e-01,1.224,0.467,0.171,0.342
1,2,4,485,485,1,0,0,2,4,3,5.000000e-01,1.105,0.386,0.338,0.460
1,2,4,486,486,3,0,0,4,2,3,5.000000e-01,1.285,0.357,0.249,0.389
1,2,4,487,487,4,0,0,4,2,3,1,1.285,0.829,0.047,0.441
1,2,4,488,488,2,0,0,3,3,3,0,1.497,1.386,0.947,1.642
1,2,4,489,489,4,0,0,3,3,2,5.000000e-01,1.341,3.318,0.362,0.410
1,2,4,490,490,3,0,0,1,1,2,0,1.304,0.547,0.508,0.438
1,2,5,491,491,1,0,0,2,4,1,5.000000e-01,1.051,1.642,0.461,0.446
1,2,5,492,492,2,0,0,2,4,2,1,1.257,0.210,0.600,0.379
1,2,5,493,493,4,0,0,2,4,1,0,1.080,0.706,0.503,0.576
1,2,5,494,494,1,0,0,2,4,3,5.000000e-01,1.069,0.535,0.623,0.531
1,2,5,495,495,3,1,0,3,3,1,1,1.029,1.254,0.758,0.386
1,2,5,496,496,4,0,0,4,2,1,1,1.308,5.711,1.445,0.547
1,2,5,497,497,2,1,0,2,4,3,1,1.420,0.303,0.357,0.319
1,2,5,498,498,4,1,0,3,3,2,5.000000e-01,1.092,1.367,0.539,0.406
1,2,5,499,499,4,0,0,4,2,2,1,1.422,0.309,0.299,0.316
1,2,5,500,500,1,0,0,2,4,3,5.000000e-01,1.178,0.593,0.281,0.014
1,2,5,501,501,3,1,0,3,3,1,1,1.422,7.779,0.474,0.459
1,2,5,502,502,1,0,0,2,4,3,5.000000e-01,1.271,0.461,0.387,0.538
1,2,5,503,503,4,0,0,4,2,2,1,1.089,5.930,0.377,0.430
1,2,5,504,504,3,0,0,3,3,2,1,1.478,0.453,0.418,0.410
1,2,5,505,505,4,0,0,4,2,3,1,1.225,0.929,0.287,0.358
1,2,5,506,506,1,0,0,2,4,4,5.000000e-01,1.454,0.564,3.861,0.448
1,2,5,507,507,2,0,0,2,4,4,1,1.114,0.497,0.733,0.407
1,2,5,508,508,2,0,0,3,3,4,0,1.048,0.474,0.481,0.658
1,2,5,509,509,2,1,0,2,4,2,1,1.242,2.417,0.622,0.442
1,2,5,510,510,2,1,0,2,4,3,1,1.372,0.350,0.329,0.374
1,2,5,511,511,2,1,0,2,4,4,1,1.489,0.498,0.365,0.364
1,2,5,512,512,4,0,0,4,2,4,1,1.322,0.584,0.377,0.388
1,2,5,513,513,1,0,0,2,4,3,5.000000e-01,1.106,0.585,0.846,0.468
1,2,5,514,514,4,0,0,3,3,2,5.000000e-01,1.310,2.790,0.349,0.466
1,2,5,515,515,4,1,0,3,3,2,5.000000e-01,1.457,0.642,0.299,0.405
1,2,5,516,516,2,0,0,1,1,2,5.000000e-01,1.258,1.680,0.256,0.469
1,2,5,517,517,4,1,0,4,2,2,1,1.065,1.322,0.254,0.395
1,2,5,518,518,1,0,0,2,4,2,5.000000e-01,1.472,1.778,0.894,0.457
1,2,5,519,519,2,1,0,1,1,2,5.000000e-01,1.215,2.563,0.186,0.429
1,2,5,520,520,3,1,0,1,1,2,0,1.421,0.717,0.464,0.726
1,2,5,521,521,4,0,0,4,2,3,1,1.117,0.406,0.367,0.454
1,2,5,522,522,3,1,0,3,3,3,1,1.459,0.472,0.444,0.402
1,2,5,523,523,4,0,0,4,2,1,1,1.453,2.582,0.358,0.448
1,2,5,524,524,4,0,0,4,2,4,1,1.378,1.345,0.292,0.367
1,2,5,525,525,3,0,0,3,3,4,1,1.210,0.401,0.456,0.401
1,2,5,526,526,3,0,0,4,2,2,5.000000e-01,1.069,1.301,2.244,0.497
1,2,5,527,527,2,1,0,3,3,4,0,1.310,0.643,0.310,0.954
1,2,5,528,528,1,1,0,1,1,2,1,1.453,0.847,0.145,0.461
1,2,5,529,529,4,0,0,3,3,2,5.000000e-01,1.292,3.927,0.383,0.469
1,2,5,530,530,2,0,0,1,1,2,5.000000e-01,1.401,2.123,0.320,0.482
1,2,5,531,531,3,0,0,4,2,2,5.000000e-01,1.377,0.386,1.228,0.481
1,2,5,532,532,3,1,0,3,3,3,1,1.336,0.554,0.301,0.427
1,2,5,533,533,4,0,0,3,3,4,5.000000e-01,1.450,0.512,0.317,0.519
1,2,5,534,534,1,1,0,4,2,3,0,1.379,1.591,0.174,5.945
1,2,5,535,535,1,0,0,2,4,3,5.000000e-01,1.481,0.321,0.269,0.476
1,2,5,536,536,2,1,0,2,4,3,1,1.100,0.422,0.391,0.453
1,2,5,537,537,4,0,0,4,2,2,1,1.039,1.965,0.350,0.360
1,2,6,538,538,1,0,0,2,4,2,5.000000e-01,1.409,2.887,0.530,0.542
1,2,6,539,539,2,0,0,3,3,2,0,1.019,0.895,0.397,0.553
1,2,6,540,540,4,0,0,3,3,3,5.000000e-01,1.491,0.617,0.359,0.508
1,2,6,541,541,4,1,0,4,2,3,1,1.280,0.452,0.202,0.363
1,2,6,542,542,1,1,0,2,4,5,5.000000e-01,1.170,0.520,0.406,1.445
1,2,6,543,543,1,0,0,2,4,2,5.000000e-01,1.338,3.778,0.685,0.738
1,2,6,544,544,4,0,0,4,2,3,1,1.475,1.127,0.275,0.412
1,2,6,545,545,2,1,0,4,2,3,0,1.319,3.540,0.270,0.426
1,2,6,546,546,1,1,0,1,1,2,1,1.141,0.373,0.301,0.434
1,2,6,547,547,2,0,0,2,4,3,1,1.108,0.336,0.243,0.375
1,2,6,548,548,3,0,0,4,2,3,5.000000e-01,1.288,0.306,0.168,0.449
1,2,6,549,549,3,0,0,4,2,3,5.000000e-01,1.450,0.353,0.248,0.459
1,2,6,550,550,4,0,0,3,3,3,5.000000e-01,1.090,1.017,0.438,0.414
1,2,6,551,551,1,0,0,3,3,2,0,1.035,3.784,0.309,0.419
1,2,6,552,552,2,1,0,2,4,5,1,1.482,0.561,0.047,0.457
1,2,6,553,553,3,1,0,4,2,3,5.000000e-01,1.350,0.596,0.167,0.570
1,2,6,554,554,4,0,0,4,2,2,1,1.113,1.017,0.251,0.450
1,2,6,555,555,2,1,0,2,4,3,1,1.233,0.626,0.510,0.441
1,2,6,556,556,1,0,0,1,1,4,1,1.398,0.924,0.466,0.388
1,2,6,557,557,1,0,0,1,1,4,1,1.143,0.724,0.252,0.434
1,2,6,558,558,3,1,0,4,2,3,5.000000e-01,1.029,2.502,0.302,0.468
1,2,6,559,559,3,0,0,4,2,3,5.000000e-01,1.366,0.581,0.326,0.485
1,2,6,560,560,1,0,0,4,2,3,0,1.304,1.315,0.175,2.267
1,2,6,561,561,3,0,0,4,2,3,5.000000e-01,1.073,0.546,0.109,0.628
1,2,6,562,562,1,0,0,4,2,3,0,1.127,4.164,0.227,1.506
1,2,6,563,563,3,0,0,4,2,3,5.000000e-01,1.215,0.532,0.370,0.515
1,2,6,564,564,3,1,0,4,2,3,5.000000e-01,1.496,0.403,0.460,0.501
1,2,6,565,565,4,0,0,3,3,3,5.000000e-01,1.317,0.341,0.307,0.458
1,2,6,566,566,1,0,0,1,1,2,1,1.056,3.107,0.415,0.496
1,2,6,567,567,4,1,0,4,2,3,1,1.292,2.550,0.258,0.404
1,2,6,568,568,2,0,0,2,4,4,1,1.295,0.331,0.515,0.364
1,2,6,569,569,1,0,0,3,3,3,0,1.485,0.382,0.267,0.416
1,2,6,570,570,3,0,0,4,2,3,5.000000e-01,1.273,1.682,0.202,0.666
1,2,6,571,571,3,0,0,3,3,3,1,1.447,0.595,0.245,0.508
1,2,6,572,572,3,0,0,4,2,3,5.000000e-01,1.069,1.734,0.639,0.353
1,2,6,573,573,3,0,0,3,3,3,1,1.457,0.745,0.244,0.422
1,2,6,574,574,2,0,0,3,3,3,0,1.390,4.116,0.314,0.603
1,2,6,575,575,1,0,0,1,1,3,1,1.345,0.626,0.207,0.383
1,2,6,576,576,2,1,0,2,4,3,1,1.331,0.752,0.406,0.426
1,2,6,577,577,4,1,0,3,3,3,5.000000e-01,1.367,0.332,0.156,0.620
1,2,6,578,578,1,0,0,1,1,2,1,1.080,0.387,0.246,0.354
1,2,6,579,579,3,0,0,3,3,3,1,1.110,0.764,0.236,0.374
1,2,6,580,580,4,0,0,4,2,3,1,1.405,2.398,0.068,0.444
1,2,6,581,581,4,0,0,4,2,3,1,1.378,0.633,0.251,0.404
1,2,6,582,582,1,0,0,1,1,3,1,1.369,1.657,0.141,0.454
1,2,6,583,583,1,1,0,2,4,3,5.000000e-01,1.141,1.246,0.141,0.409
1,2,6,584,584,2,1,0,2,4,3,1,1.171,1.688,0.241,0.363
1,2,6,585,585,1,1,0,1,1,4,1,1.483,1.455,0.318,0.409
1,2,6,586,586,2,0,0,2,4,4,1,1.048,0.618,0.310,0.388
1,2,6,587,587,1,0,0,3,3,3,0,1.281,2.731,0.098,0.455
1,2,7,588,588,1,0,0,1,1,2,1,1.483,1.987,0.591,1.024
1,2,7,589,589,3,0,0,4,2,2,5.000000e-01,1.172,1.478,0.821,0.441
1,2,7,590,590,2,1,0,3,3,2,0,1.301,1.285,0.436,0.596
1,2,7,591,591,3,0,0,4,2,1,5.000000e-01,1.385,2.074,1.009,0.414
1,2,7,592,592,4,0,0,3,3,3,5.000000e-01,1.181,0.711,0.299,0.538
1,2,7,593,593,3,0,0,1,1,2,0,1.090,1.825,0.357,0.422
1,2,7,594,594,1,0,0,2,4,3,5.000000e-01,1.237,0.549,0.396,0.484
1,2,7,595,595,2,1,0,2,4,3,1,1.411,0.526,0.353,0.391
1,2,7,596,596,3,0,0,1,1,2,0,1.224,1.874,0.444,0.482
1,2,7,597,597,1,0,0,1,1,2,1,1.291,1.144,0.112,0.387
1,2,7,598,598,3,0,0,3,3,3,1,1.061,4.685,0.407,0.397
1,2,7,599,599,2,0,0,2,4,4,1,1.046,0.436,0.386,0.396
1,2,7,600,600,2,0,0,1,1,4,5.000000e-01,1.499,0.057,0.415,0.719
1,2,7,601,601,2,0,0,3,3,1,0,1.245,1.886,0.430,0.462
1,2,7,602,602,3,0,0,4,2,3,5.000000e-01,1.224,0.603,0.268,0.431
1,2,7,603,603,4,0,0,3,3,3,5.000000e-01,1.172,9.687,0.232,0.478
1,2,7,604,604,4,0,0,4,2,3,1,1.189,0.142,0.266,0.356
1,2,7,605,605,1,0,0,2,4,3,5.000000e-01,1.347,2.007,0.318,0.483
1,2,7,606,606,3,0,0,4,2,3,5.000000e-01,1.107,0.647,0.331,0.398
1,2,7,607,607,2,0,0,2,4,3,1,1.143,1.125,0.284,0.364
1,2,7,608,608,1,0,0,2,4,3,5.000000e-01,1.007,1.076,0.097,0.378
1,2,7,609,609,1,0,0,2,4,3,5.000000e-01,1.301,5.588,0.627,0.484
1,2,7,610,610,4,0,0,4,2,3,1,1.385,1.418,0.269,0.432
1,2,7,611,611,4,0,0,3,3,3,5.000000e-01,1.377,2.402,0.350,0.421
1,2,7,612,612,3,0,0,4,2,3,5.000000e-01,1.491,0.271,0.225,0.407
1,2,7,613,613,2,0,0,2,4,3,1,1.124,0.432,0.270,0.351
1,2,7,614,614,1,0,0,3,3,3,0,1.482,2.441,0.348,0.543
1,2,7,615,615,2,0,0,2,4,3,1,1.475,1.784,0.287,0.381
1,2,7,616,616,2,0,0,2,4,3,1,1.444,0.430,0.256,0.329
1,2,7,617,617,3,1,0,4,2,3,5.000000e-01,1.167,1.084,0.120,0.520
1,2,7,618,618,2,1,0,2,4,4,1,1.150,0.349,0.440,0.363
1,2,7,619,619,3,0,0,4,2,3,5.000000e-01,1.328,0.450,1.012,0.489
1,2,7,620,620,2,0,0,2,4,4,1,1.327,1.092,1.123,0.423
1,2,7,621,621,4,0,0,4,2,3,1,1.113,2.011,0.328,0.343
1,2,7,622,622,4,0,0,4,2,3,1,1.069,0.637,0.774,0.443
1,2,7,623,623,4,0,0,3,3,4,5.000000e-01,1.152,0.660,0.207,0.485
1,2,7,624,624,2,0,0,2,4,3,1,1.159,0.548,0.355,0.379
1,2,7,625,625,3,0,0,3,3,3,1,1.050,1.000,0.308,0.325
1,2,7,626,626,3,0,0,4,2,3,5.000000e-01,1.442,2.377,0.316,0.443
1,2,7,627,627,4,0,0,4,2,3,1,1.323,2.191,0.339,0.371
1,2,7,628,628,2,1,0,2,4,5,1,1.283,0.391,0.439,0.379
1,2,7,629,629,3,0,0,1,1,3,0,1.477,1.918,0.840,0.606
1,2,7,630,630,2,0,0,2,4,3,1,1.436,0.382,0.587,0.370
1,2,7,631,631,1,0,0,1,1,4,1,1.107,0.511,0.365,0.357
1,2,7,632,632,2,0,0,2,4,3,1,1.325,0.622,0.326,0.358
1,2,7,633,633,2,0,0,2,4,3,1,1.314,0.481,0.404,0.373
1,2,7,634,634,4,0,0,4,2,3,1,1.136,0.516,0.151,0.397
1,2,7,635,635,1,0,0,2,4,3,5.000000e-01,1.073,2.794,0.238,0.477
1,2,7,636,636,3,0,0,1,1,3,0,1.460,1.087,0.331,0.549
1,2,8,637,637,1,0,0,2,4,3,5.000000e-01,1.293,2.417,0.361,0.634
1,2,8,638,638,4,1,0,4,2,3,1,1.007,1.396,0.212,0.375
1,2,8,639,639,3,0,0,1,1,3,0,1.098,1.786,1.042,0.602
1,2,8,640,640,4,0,0,3,3,3,5.000000e-01,1.445,0.278,0.260,0.581
1,2,8,641,641,4,0,0,4,2,3,1,1.152,0.098,0.231,0.385
1,2,8,642,642,1,0,0,4,2,3,0,1.363,0.936,0.761,0.394
1,2,8,643,643,4,0,0,4,2,3,1,1.328,0.532,0.186,0.402
1,2,8,644,644,1,0,0,2,4,3,5.000000e-01,1.196,0.639,0.476,0.400
1,2,8,645,645,1,0,0,4,2,3,0,1.108,5.928,0.246,0.458
1,2,8,646,646,4,0,0,4,2,3,1,1.388,0.247,0.245,0.330
1,2,8,647,647,3,0,0,4,2,3,5.000000e-01,1.029,5.319,0.239,0.456
1,2,8,648,648,3,0,0,3,3,3,1,1.006,0.365,0.281,0.500
1,2,8,649,649,1,0,0,3,3,4,0,1.283,0.648,0.589,2.870
1,2,8,650,650,1,1,0,2,4,5,5.000000e-01,1.404,0.294,0.462,2.440
1,2,8,651,651,3,0,0,1,1,2,0,1.466,1.721,0.383,0.549
1,2,8,652,652,2,1,0,2,4,3,1,1.330,0.873,0.681,0.403
1,2,8,653,653,2,0,0,2,4,4,1,1.130,0.569,0.579,0.390
1,2,8,654,654,3,0,0,3,3,3,1,1.140,4.790,0.199,0.402
1,2,8,655,655,2,0,0,2,4,3,1,1.461,0.366,0.531,0.303
1,2,8,656,656,2,0,0,2,4,5,1,1.030,0.293,0.371,0.441
1,2,8,657,657,3,0,0,4,2,3,5.000000e-01,1.492,6.718,1.214,0.388
1,2,8,658,658,4,0,0,4,2,3,1,1.364,1.128,0.381,0.409
1,2,8,659,659,2,1,0,2,4,3,1,1.017,2.272,0.758,0.348
1,2,8,660,660,2,0,0,1,1,3,5.000000e-01,1.293,0.727,0.261,0.435
1,2,8,661,661,2,1,0,2,4,3,1,1.408,11.418,0.138,0.393
1,2,8,662,662,2,0,0,2,4,3,1,1.218,0.969,0.403,0.403
1,2,8,663,663,1,0,0,2,4,3,5.000000e-01,1.251,1.040,0.268,0.390
1,2,8,664,664,4,0,0,3,3,3,5.000000e-01,1.452,1.863,0.257,0.540
1,2,8,665,665,1,0,0,2,4,3,5.000000e-01,1.276,0.391,0.194,0.508
1,2,8,666,666,1,0,0,1,1,3,1,1.471,0.300,0.171,0.362
1,2,8,667,667,3,0,0,3,3,3,1,1.138,4.128,0.190,0.382
1,2,8,668,668,3,0,0,4,2,3,5.000000e-01,1.092,0.518,0.212,0.523
1,2,8,669,669,2,0,0,2,4,5,1,1.127,0.268,0.295,0.336
1,2,8,670,670,2,1,0,2,4,4,1,1.227,0.496,0.279,0.390
1,2,8,671,671,4,0,0,3,3,4,5.000000e-01,1.177,2.002,0.259,0.643
1,2,8,672,672,4,0,0,3,3,1,5.000000e-01,1.481,1.354,1.869,0.362
1,2,8,673,673,1,1,0,2,4,3,5.000000e-01,1.451,1.176,1.468,0.364
1,2,8,674,674,4,0,0,4,2,3,1,1.435,0.959,0.230,0.343
1,2,8,675,675,1,0,0,2,4,3,5.000000e-01,1.068,1.951,0.145,0.396
1,2,8,676,676,1,0,0,1,1,3,1,1.165,0.438,0.985,0.355
1,2,8,677,677,4,0,0,4,2,3,1,1.252,0.374,0.206,0.341
1,2,8,678,678,1,1,0,4,2,3,0,1.222,1.052,0.091,0.697
1,2,8,679,679,3,0,0,1,1,2,0,1.328,1.347,0.099,0.508
1,2,8,680,680,3,1,0,4,2,3,5.000000e-01,1.097,0.370,0.156,0.358
1,2,8,681,681,4,0,0,1,1,3,0,1.339,0.519,0.167,0.436
1,2,8,682,682,4,1,0,4,2,3,1,1.367,2.220,0.119,0.342
1,2,8,683,683,3,0,0,4,2,3,5.000000e-01,1.405,0.421,0.396,0.642
1,2,9,684,684,2,0,0,2,4,5,1,1.296,0.846,0.299,0.387
1,2,9,685,685,2,0,0,1,1,4,5.000000e-01,1.494,0.717,1.037,0.579
1,2,9,686,686,4,1,0,3,3,4,5.000000e-01,1.039,2.100,0.404,0.517
1,2,9,687,687,1,0,0,2,4,5,5.000000e-01,1.078,0.398,0.489,1.870
1,2,9,688,688,4,0,0,4,2,3,1,1.352,0.482,0.172,0.395
1,2,9,689,689,4,0,0,2,4,3,0,1.157,0.645,0.354,0.599
1,2,9,690,690,1,0,0,1,1,4,1,1.112,1.394,0.315,0.387
