condition,seqID,iSession,iRun,iTrial,stiID,category,ambiguous,miss,choice,presskey,rating,feedback,fixDU,choRT,rateRT,fdbDU
3,2,1,2,30,30,4,0,0,1,4,2,0.0,2.034,3.652,1.104,1.288
3,2,1,2,31,31,4,1,0,3,3,2,0.5,2.02,3.387,1.154,3.587
3,2,1,2,32,32,3,1,0,1,4,2,0.0,2.167,2.863,0.916,1.509
3,2,1,2,33,33,3,0,0,3,3,2,1.0,1.914,10.245,0.634,7.634
3,2,1,2,34,34,3,0,0,3,3,2,1.0,2.103,4.591,0.991,3.322
3,2,1,2,35,35,4,0,0,4,2,1,1.0,2.101,5.305,1.019,4.72
3,2,1,2,36,36,1,0,0,4,2,1,0.0,1.952,1.423,1.076,2.045
3,2,1,2,37,37,4,1,0,4,2,2,1.0,2.027,5.923,0.692,3.763
3,2,1,3,38,38,1,1,0,4,2,2,0.0,1.83,6.193,0.77,1.356
3,2,1,3,39,39,4,0,0,4,2,3,1.0,1.822,1.97,0.759,1.692
3,2,1,3,40,40,3,0,0,1,4,2,0.0,2.012,4.106,1.296,1.5
3,2,1,3,41,41,1,0,0,1,4,2,1.0,2.112,6.111,0.765,3.252
3,2,1,3,42,42,2,1,0,2,1,2,1.0,2.174,1.801,0.78,2.321
3,2,1,3,43,43,2,1,0,2,1,4,1.0,1.852,1.603,2.285,2.094
3,2,1,3,44,44,2,0,0,3,3,2,0.0,2.028,2.947,0.693,2.814
3,2,1,3,45,45,4,0,0,4,2,3,1.0,1.988,2.41,1.688,2.938
3,2,1,3,46,46,3,0,0,3,3,1,1.0,1.805,5.17,1.189,4.229
3,2,1,3,47,47,1,0,0,2,1,2,0.5,1.935,3.911,0.369,3.377
3,2,1,3,48,48,3,0,0,3,3,2,1.0,1.865,2.158,1.239,3.013
3,2,1,3,49,49,3,0,0,1,4,2,0.0,2.118,4.969,1.938,2.708
3,2,1,3,50,50,2,0,0,2,1,1,1.0,1.924,7.674,1.102,4.358
3,2,1,3,51,51,1,1,0,4,2,2,0.0,2.011,6.267,0.586,2.341
3,2,1,3,52,52,3,0,0,1,4,3,0.0,1.866,3.157,0.895,1.955
3,2,1,3,53,53,4,0,0,4,2,2,1.0,2.041,6.061,2.198,2.637
3,2,1,3,54,54,4,0,0,3,3,2,0.5,1.905,4.15,1.345,3.507
3,2,1,3,55,55,3,0,0,1,4,3,0.0,2.062,2.313,0.667,3.153
3,2,1,3,56,56,4,1,0,2,1,3,0.0,2.076,2.924,0.658,3.836
3,2,1,3,57,57,4,0,0,1,4,2,0.0,2.099,6.588,0.894,2.329
3,2,1,3,58,58,4,0,0,1,4,2,0.0,1.98,5.17,1.427,2.592
3,2,1,3,59,59,1,0,0,1,4,2,1.0,1.834,7.205,2.064,2.035
3,2,1,3,60,60,4,0,0,4,2,2,1.0,1.892,5.443,2.047,2.773
3,2,1,3,61,61,2,0,0,2,1,2,1.0,2.165,2.978,0.841,2.691
3,2,1,3,62,62,2,1,0,2,1,3,1.0,1.861,2.002,1.46,1.927
3,2,1,4,63,63,4,1,0,4,2,2,1.0,2.13,6.062,0.963,2.61
3,2,1,4,64,64,1,0,0,1,4,2,1.0,2.015,2.767,0.514,1.193
3,2,1,4,65,65,1,0,0,1,4,2,1.0,2.198,4.664,0.436,2.511
3,2,1,4,66,66,4,1,0,4,2,2,1.0,1.831,7.535,0.645,2.388
3,2,1,4,67,67,2,0,0,2,1,2,1.0,1.977,4.181,0.787,2.995
3,2,1,4,68,68,4,0,0,4,2,3,1.0,1.843,5.555,1.757,1.183
3,2,1,4,69,69,3,0,0,3,3,2,1.0,2.185,4.766,0.824,5.657
3,2,1,4,70,70,1,1,0,1,4,2,1.0,1.802,4.429,1.155,1.692
3,2,1,4,71,71,2,0,0,2,1,2,1.0,2.11,1.865,1.042,2.526
3,2,1,4,72,72,4,0,0,1,4,2,0.0,2.127,4.48,1.082,4.381
3,2,1,4,73,73,4,0,0,4,2,3,1.0,2.147,2.531,0.92,2.374
3,2,1,4,74,74,2,0,0,2,1,3,1.0,1.834,3.156,1.146,1.476
3,2,1,4,75,75,1,0,0,1,4,2,1.0,1.96,8.359,0.813,3.203
3,2,1,4,76,76,1,0,0,1,4,2,1.0,1.904,5.15,1.358,3.385
3,2,1,4,77,77,1,0,0,1,4,2,1.0,2.12,4.871,0.727,2.267
3,2,1,4,78,78,2,1,0,3,3,1,0.0,1.973,6.922,1.503,3.685
3,2,1,4,79,79,4,0,0,4,2,3,1.0,2.164,6.794,0.966,1.147
3,2,1,4,80,80,2,0,0,2,1,2,1.0,1.873,2.534,0.993,2.592
3,2,1,4,81,81,3,1,0,3,3,2,1.0,1.906,5.573,1.796,3.776
3,2,1,4,82,82,2,1,0,2,1,3,1.0,1.858,2.221,1.821,1.905
3,2,1,4,83,83,2,1,0,2,1,4,1.0,1.854,4.249,1.803,1.573
3,2,1,4,84,84,3,1,0,3,3,2,1.0,2.148,7.027,1.233,2.828
3,2,1,4,85,85,4,0,0,2,1,3,0.0,2.032,2.975,1.16,8.587
3,2,1,4,86,86,1,1,0,1,4,2,1.0,2.02,8.875,0.657,5.005
3,2,1,5,87,87,3,1,0,3,3,2,1.0,1.858,5.032,0.579,1.889
3,2,1,5,88,88,1,1,0,1,4,2,1.0,2.141,6.57,1.098,1.3
3,2,1,5,89,89,3,0,0,3,3,2,1.0,2.049,6.982,1.022,3.504
3,2,1,5,90,90,2,0,0,2,1,3,1.0,1.94,3.033,2.454,1.161
3,2,1,5,91,91,4,0,0,3,3,2,0.5,2.005,8.913,0.999,1.84
3,2,1,5,92,92,3,0,0,1,4,2,0.0,1.961,5.543,0.484,1.348
3,2,1,5,93,93,2,0,0,2,1,3,1.0,1.83,3.096,0.455,1.04
3,2,1,5,94,94,4,0,0,4,2,2,1.0,1.896,9.48,0.64,2.909
3,2,1,5,95,95,3,0,0,3,3,2,1.0,1.849,6.014,0.905,2.577
3,2,1,5,96,96,3,0,0,3,3,2,1.0,1.874,4.438,0.778,2.773
3,2,1,5,97,97,1,0,0,1,4,2,1.0,1.896,6.582,0.978,1.705
3,2,1,5,98,98,4,0,0,3,3,2,0.5,1.967,6.873,0.554,3.498
3,2,1,5,99,99,4,0,0,1,4,3,0.0,1.82,14.115,0.786,2.166
3,2,1,5,100,100,4,1,0,4,2,2,1.0,2.161,6.373,0.44,1.935
3,2,1,5,101,101,1,0,0,4,2,3,0.0,2.178,2.773,0.921,3.195
3,2,1,5,102,102,4,0,0,4,2,2,1.0,1.996,6.426,0.584,1.279
3,2,1,5,103,103,1,0,0,2,1,2,0.5,1.996,5.884,0.541,2.73
3,2,1,5,104,104,1,0,0,4,2,2,0.0,1.935,11.343,0.465,1.132
3,2,1,5,105,105,2,0,0,4,2,3,0.0,2.16,2.599,0.318,3.017
3,2,1,5,106,106,1,1,0,1,4,2,1.0,1.948,6.522,0.696,2.043
3,2,1,5,107,107,2,0,0,2,1,2,1.0,1.844,3.242,0.355,1.677
3,2,1,5,108,108,4,0,0,4,2,2,1.0,2.112,7.478,0.27,4.511
3,2,1,5,109,109,1,0,0,2,1,2,0.5,1.956,7.242,0.504,3.04
3,2,1,6,110,110,2,0,0,4,2,3,0.0,1.897,4.028,1.503,1.596
3,2,1,6,111,111,4,0,0,4,2,2,1.0,1.962,4.733,0.417,0.534
3,2,1,6,112,112,2,0,0,2,1,3,1.0,1.839,0.352,1.071,0.621
3,2,1,6,113,113,1,0,0,1,4,2,1.0,1.853,1.203,0.556,0.438
3,2,1,6,114,114,2,0,0,2,1,3,1.0,2.177,0.606,0.44,0.47
3,2,1,6,115,115,3,0,0,2,1,3,0.0,2.182,1.856,0.641,2.079
3,2,1,6,116,116,3,1,0,3,3,2,1.0,2.03,7.904,0.55,0.739
3,2,1,6,117,117,2,0,0,2,1,2,1.0,1.824,3.727,1.53,0.58
3,2,1,6,118,118,1,0,0,4,2,2,0.0,1.894,5.001,0.35,0.858
3,2,1,6,119,119,1,1,0,2,1,2,0.5,1.941,6.377,0.316,1.715
3,2,1,6,120,120,3,0,0,2,1,3,0.0,2.128,3.726,0.595,1.821
3,2,1,6,121,121,3,0,0,3,3,2,1.0,1.806,3.369,0.456,0.515
3,2,1,6,122,122,4,0,0,2,1,3,0.0,1.817,2.166,1.551,1.759
3,2,1,6,123,123,3,0,0,1,4,2,0.0,1.868,7.322,0.297,0.743
3,2,1,6,124,124,3,0,0,3,3,2,1.0,2.06,4.66,0.725,1.165
3,2,1,6,125,125,3,1,0,2,1,2,0.0,2.093,4.986,0.336,0.841
3,2,1,6,126,126,3,0,0,3,3,2,1.0,2.059,3.98,0.944,0.48
3,2,1,6,127,127,1,1,0,1,4,2,1.0,1.98,8.667,0.336,2.062
3,2,1,6,128,128,3,0,0,3,3,2,1.0,2.019,1.899,0.315,0.509
3,2,1,6,129,129,2,0,0,2,1,2,1.0,1.919,1.976,0.347,0.613
3,2,1,6,130,130,3,0,0,2,1,2,0.0,2.098,5.941,0.296,0.946
3,2,1,6,131,131,4,1,0,4,2,2,1.0,1.876,3.635,0.853,0.5
3,2,1,6,132,132,2,1,0,4,2,2,0.0,2.075,7.604,0.335,0.86
3,2,1,6,133,133,1,1,0,4,2,2,0.0,1.873,1.142,1.879,1.107
3,2,1,6,134,134,4,1,0,3,3,2,0.5,1.947,3.332,0.764,1.859
3,2,1,6,135,135,2,0,0,2,1,2,1.0,2.05,7.004,1.774,1.514
3,2,1,6,136,136,4,1,0,4,2,3,1.0,2.112,2.215,0.777,0.515
3,2,1,6,137,137,2,0,0,2,1,2,1.0,1.832,2.502,0.344,0.636
3,2,1,6,138,138,3,0,0,1,4,2,0.0,2.172,5.148,0.354,0.701
3,2,1,6,139,139,2,0,0,2,1,2,1.0,2.11,1.785,0.333,0.373
3,2,1,6,140,140,4,0,0,4,2,2,1.0,1.995,1.884,0.34,0.371
3,2,1,6,141,141,1,0,0,4,2,2,0.0,1.974,6.633,1.908,0.644
3,2,1,7,142,142,4,1,0,4,2,2,1.0,1.979,7.439,0.709,0.546
3,2,1,7,143,143,4,0,0,3,3,3,0.5,1.923,1.804,0.882,3.349
3,2,1,7,144,144,1,1,0,4,2,2,0.0,2.003,6.331,0.372,0.54
3,2,1,7,145,145,4,0,0,4,2,3,1.0,2.004,0.899,1.247,0.563
3,2,1,7,146,146,2,0,0,4,2,2,0.0,2.127,4.48,0.843,0.595
3,2,1,7,147,147,3,1,0,1,4,2,0.0,2.118,3.625,0.807,0.604
3,2,1,7,148,148,1,0,0,1,4,2,1.0,2.058,8.094,0.625,0.862
3,2,1,7,149,149,3,0,0,3,3,2,1.0,1.951,3.655,0.368,0.469
3,2,1,7,150,150,1,0,0,1,4,2,1.0,2.125,3.394,0.433,0.438
3,2,1,7,151,151,2,0,0,2,1,2,1.0,2.013,3.482,1.278,0.632
3,2,1,7,152,152,3,0,0,3,3,2,1.0,1.94,5.211,0.63,0.832
3,2,1,7,153,153,1,1,0,4,2,2,0.0,2.176,4.191,0.387,1.82
3,2,1,7,154,154,1,0,0,1,4,2,1.0,2.15,3.041,0.553,0.7
3,2,1,7,155,155,3,0,0,3,3,2,1.0,2.02,5.291,0.451,0.516
3,2,1,7,156,156,3,1,0,4,2,2,0.5,2.049,5.286,0.61,1.901
3,2,1,7,157,157,2,1,0,2,1,2,1.0,2.035,7.493,1.622,1.228
3,2,1,7,158,158,1,1,0,1,4,2,1.0,1.883,4.563,0.939,0.75
3,2,1,7,159,159,2,0,0,2,1,2,1.0,1.92,2.343,0.525,0.671
3,2,1,7,160,160,3,0,0,3,3,2,1.0,1.988,5.867,1.255,0.484
3,2,1,7,161,161,4,0,0,3,3,2,0.5,1.892,5.283,2.086,1.947
3,2,1,7,162,162,2,0,0,2,1,3,1.0,2.138,1.205,0.379,0.403
3,2,1,7,163,163,1,0,0,1,4,3,1.0,1.878,1.705,0.334,0.52
3,2,1,7,164,164,1,0,0,1,4,1,1.0,1.89,5.293,1.747,0.948
3,2,1,7,165,165,2,0,0,2,1,2,1.0,1.868,8.138,1.053,0.813
3,2,1,7,166,166,4,0,0,4,2,2,1.0,1.891,5.252,0.427,2.101
3,2,1,7,167,167,1,0,0,1,4,2,1.0,1.974,2.8,0.395,1.228
3,2,1,7,168,168,1,0,0,1,4,3,1.0,1.924,2.114,0.578,0.548
3,2,1,7,169,169,4,0,0,4,2,2,1.0,2.169,3.14,0.377,0.699
3,2,1,7,170,170,4,0,0,2,1,3,0.0,1.972,3.171,0.378,3.101
3,2,1,7,171,171,2,0,0,2,1,2,1.0,1.874,8.036,0.505,1.785
3,2,1,8,172,172,3,1,0,3,3,3,1.0,2.162,2.806,0.772,0.654
3,2,1,8,173,173,4,0,0,4,2,3,1.0,2.192,2.43,0.696,0.445
3,2,1,8,174,174,4,0,0,4,2,2,1.0,1.976,3.367,0.353,0.581
3,2,1,8,175,175,2,0,0,2,1,3,1.0,1.844,1.291,0.504,0.431
3,2,1,8,176,176,3,1,0,3,3,2,1.0,1.903,5.608,0.354,0.644
3,2,1,8,177,177,2,1,0,2,1,2,1.0,1.963,2.067,0.505,0.405
3,2,1,8,178,178,4,0,0,3,3,2,0.5,2.038,4.937,0.396,1.109
3,2,1,8,179,179,4,0,0,4,2,2,1.0,1.905,3.374,0.615,0.448
3,2,1,8,180,180,2,0,0,2,1,2,1.0,2.041,6.942,0.561,0.413
3,2,1,8,181,181,2,0,0,2,1,2,1.0,2.084,3.346,1.284,0.427
3,2,1,8,182,182,1,1,0,2,1,2,0.5,1.889,2.557,0.361,3.897
3,2,1,8,183,183,1,0,0,1,4,2,1.0,1.847,3.184,0.436,0.803
3,2,1,8,184,184,3,0,0,3,3,2,1.0,1.919,3.864,1.391,0.433
3,2,1,8,185,185,4,0,0,4,2,2,1.0,1.928,1.167,1.314,0.515
3,2,1,8,186,186,1,1,0,1,4,2,1.0,1.97,3.973,0.402,0.885
3,2,1,8,187,187,1,0,0,1,4,2,1.0,2.003,6.611,0.545,0.656
3,2,1,8,188,188,4,0,0,4,2,2,1.0,1.834,1.668,0.43,0.487
3,2,1,8,189,189,2,0,0,2,1,3,1.0,1.905,1.526,0.927,0.523
3,2,1,8,190,190,1,0,0,3,3,1,0.0,2.12,8.71,1.452,1.037
3,2,1,8,191,191,4,1,0,3,3,2,0.5,1.812,2.547,1.294,1.759
3,2,1,8,192,192,3,0,0,3,3,2,1.0,2.172,2.866,0.403,0.709
3,2,1,8,193,193,2,0,0,2,1,2,1.0,2.092,2.891,1.488,0.419
3,2,1,8,194,194,2,1,0,1,4,2,0.5,1.995,8.635,2.307,1.273
3,2,1,8,195,195,3,0,0,1,4,2,0.0,2.031,1.823,1.61,2.135
3,2,1,8,196,196,4,1,0,2,1,3,0.0,1.895,4.135,0.346,2.938
3,2,1,8,197,197,1,0,0,1,4,2,1.0,1.984,2.703,0.434,0.684
3,2,1,8,198,198,3,1,0,2,1,2,0.0,2.185,5.204,0.73,0.704
3,2,1,8,199,199,4,1,0,3,3,2,0.5,2.019,3.668,0.874,4.031
3,2,1,8,200,200,4,1,0,4,2,2,1.0,2.008,5.454,0.723,1.081
3,2,1,8,201,201,3,0,0,3,3,2,1.0,1.893,5.09,0.449,1.876
3,2,1,8,202,202,3,1,0,3,3,1,1.0,1.996,7.235,0.755,2.684
3,2,1,9,203,203,3,0,0,3,3,3,1.0,2.05,5.527,0.643,0.549
3,2,1,9,204,204,1,0,0,1,4,2,1.0,2.072,2.375,0.395,0.398
3,2,1,9,205,205,4,0,0,3,3,2,0.5,1.958,4.304,0.339,2.283
3,2,1,9,206,206,2,0,0,3,3,1,0.0,1.947,5.5,0.327,0.764
3,2,1,9,207,207,4,0,0,3,3,1,0.5,2.195,4.532,0.484,1.14
3,2,1,9,208,208,1,0,0,4,2,2,0.0,1.815,3.776,0.278,0.694
3,2,1,9,209,209,3,0,0,1,4,2,0.0,2.154,4.108,0.721,2.522
3,2,1,9,210,210,4,1,0,4,2,3,1.0,2.165,0.674,0.305,0.523
3,2,1,9,211,211,3,0,0,2,1,2,0.0,2.118,10.815,0.416,0.667
3,2,1,9,212,212,1,0,0,1,4,3,1.0,1.839,1.35,0.296,0.476
3,2,1,9,213,213,2,0,0,2,1,2,1.0,1.905,2.718,0.804,0.474
3,2,1,9,214,214,2,0,0,2,1,3,1.0,1.934,2.097,0.946,0.428
3,2,1,9,215,215,2,0,0,2,1,2,1.0,2.072,3.799,1.049,0.503
3,2,1,9,216,216,3,0,0,3,3,3,1.0,1.855,7.926,0.316,0.532
3,2,1,9,217,217,2,1,0,2,1,2,1.0,2.088,1.063,0.835,0.567
3,2,1,9,218,218,3,0,0,3,3,2,1.0,1.843,3.196,0.483,0.534
3,2,1,9,219,219,3,1,0,3,3,2,1.0,2.062,4.105,0.393,0.546
3,2,1,9,220,220,1,0,0,1,4,2,1.0,1.998,7.354,0.629,0.493
3,2,1,9,221,221,1,1,0,1,4,2,1.0,2.112,6.143,0.375,1.492
3,2,1,9,222,222,4,0,0,3,3,2,0.5,2.086,3.145,0.334,2.31
3,2,1,9,223,223,3,0,0,3,3,2,1.0,2.161,6.651,0.409,0.469
3,2,1,9,224,224,1,0,0,1,4,2,1.0,2.156,1.107,0.44,0.404
3,2,1,9,225,225,1,0,0,1,4,2,1.0,1.934,3.256,0.409,0.607
3,2,1,9,226,226,1,0,0,1,4,2,1.0,2.079,2.895,1.144,0.468
3,2,1,9,227,227,2,1,0,3,3,2,0.0,1.879,5.464,0.402,0.895
3,2,1,9,228,228,1,0,0,1,4,2,1.0,1.812,0.763,0.412,0.494
3,2,1,9,229,229,4,1,0,3,3,2,0.5,2.098,5.398,0.662,1.679
3,2,1,9,230,230,2,1,0,2,1,3,1.0,2.0,2.239,0.762,0.46
3,2,1,9,231,231,3,1,0,2,1,2,0.0,1.992,4.559,0.322,0.996
3,2,1,9,232,232,2,0,0,2,1,2,1.0,2.162,0.197,0.623,0.47
3,2,1,9,233,233,3,1,0,3,3,2,1.0,2.044,2.931,0.503,0.508
3,2,1,9,234,234,1,1,0,2,1,2,0.5,2.047,0.752,0.795,3.036
3,2,1,9,235,235,1,0,0,3,3,2,0.0,2.144,5.767,0.372,0.837
3,2,1,10,236,236,2,0,0,1,4,1,0.5,2.122,4.338,0.513,1.098
3,2,1,10,237,237,4,0,0,4,2,1,1.0,2.031,7.312,2.284,1.029
3,2,1,10,238,238,2,0,0,2,1,2,1.0,1.873,3.101,0.472,0.645
3,2,1,10,239,239,1,0,0,1,4,2,1.0,1.896,10.871,0.395,0.597
3,2,1,10,240,240,3,0,0,3,3,2,1.0,2.155,7.739,1.051,0.616
3,2,1,10,241,241,2,0,0,2,1,3,1.0,1.811,2.25,0.872,0.495
3,2,1,10,242,242,4,0,0,4,2,2,1.0,1.996,3.827,0.755,2.316
3,2,1,10,243,243,1,0,0,1,4,2,1.0,1.867,2.811,0.524,0.495
3,2,1,10,244,244,4,0,0,1,4,2,0.0,2.191,5.192,0.359,1.228
3,2,1,10,245,245,3,1,0,4,2,2,0.5,2.085,5.857,0.54,1.486
3,2,1,10,246,246,1,0,0,2,1,2,0.5,2.0,3.263,0.359,1.312
3,2,1,10,247,247,4,0,0,4,2,2,1.0,1.988,5.891,0.392,0.649
3,2,1,10,248,248,2,1,0,2,1,2,1.0,1.824,3.846,1.112,0.586
3,2,1,10,249,249,3,0,0,3,3,1,1.0,2.073,11.078,0.89,1.022
3,2,1,10,250,250,3,0,0,3,3,2,1.0,1.817,8.765,0.363,0.523
3,2,1,10,251,251,2,0,0,2,1,2,1.0,1.829,4.666,0.436,0.635
3,2,1,10,252,252,3,0,0,1,4,2,0.0,2.009,5.518,0.368,1.28
3,2,1,10,253,253,3,1,0,3,3,2,1.0,1.839,5.4,0.407,0.63
3,2,1,10,254,254,1,0,0,2,1,1,0.5,2.127,9.263,1.239,1.273
3,2,1,10,255,255,4,1,0,4,2,1,1.0,2.127,6.424,0.912,0.564
3,2,1,10,256,256,3,0,0,3,3,2,1.0,2.089,2.542,0.814,0.5
3,2,1,10,257,257,2,0,0,2,1,2,1.0,1.86,2.139,2.386,0.403
3,2,1,10,258,258,3,0,0,3,3,1,1.0,2.064,16.551,0.402,2.459
3,2,1,10,259,259,2,1,0,3,3,2,0.0,2.007,6.791,0.509,0.846
3,2,1,10,260,260,3,0,0,3,3,2,1.0,2.189,2.52,1.588,0.656
3,2,1,10,261,261,1,0,0,1,4,2,1.0,2.06,5.1,0.488,1.002
3,2,1,11,262,262,2,1,0,2,1,2,1.0,2.12,7.224,0.504,0.485
3,2,1,11,263,263,1,0,0,1,4,3,1.0,1.982,2.761,0.531,0.478
3,2,1,11,264,264,3,0,0,3,3,2,1.0,1.973,5.202,0.375,1.45
3,2,1,11,265,265,2,0,0,2,1,3,1.0,2.13,0.885,1.031,0.454
3,2,1,11,266,266,3,0,0,3,3,2,1.0,1.833,6.757,1.0,0.568
3,2,1,11,267,267,2,0,0,2,1,3,1.0,1.853,0.338,1.474,0.371
3,2,1,11,268,268,2,1,0,3,3,2,0.0,1.869,3.705,0.592,0.935
3,2,1,11,269,269,4,0,0,3,3,2,0.5,1.956,10.834,0.799,3.781
3,2,1,11,270,270,4,0,0,4,2,2,1.0,2.133,9.763,0.553,1.912
3,2,1,11,271,271,4,1,0,4,2,3,1.0,2.121,1.949,0.314,0.554
3,2,1,11,272,272,2,0,0,2,1,2,1.0,1.824,3.887,0.667,0.569
3,2,1,11,273,273,1,1,0,1,4,1,1.0,1.96,8.511,0.581,2.635
3,2,1,11,274,274,1,0,0,1,4,1,1.0,2.011,5.307,1.279,0.541
3,2,1,11,275,275,4,1,0,2,1,3,0.0,1.967,1.672,1.027,2.843
3,2,1,11,276,276,4,0,0,3,3,3,0.5,2.063,6.224,0.44,4.407
3,2,1,11,277,277,4,0,0,4,2,2,1.0,2.051,6.212,0.676,0.851
3,2,1,11,278,278,1,0,0,1,4,3,1.0,1.917,1.298,0.831,0.435
3,2,1,11,279,279,2,0,0,4,2,1,0.0,1.973,10.675,2.028,1.535
3,2,1,11,280,280,4,0,0,4,2,2,1.0,1.806,5.033,0.614,0.541
3,2,1,11,281,281,4,1,0,3,3,2,0.5,2.194,7.877,0.458,1.357
3,2,1,11,282,282,2,0,0,2,1,3,1.0,1.867,0.948,0.469,0.7
3,2,1,11,283,283,3,1,0,3,3,3,1.0,1.842,1.532,1.503,0.494
3,2,1,11,284,284,3,0,0,1,4,2,0.0,1.949,6.297,0.306,0.964
3,2,1,11,285,285,4,0,0,4,2,2,1.0,1.879,4.455,0.496,0.692
3,2,1,11,286,286,1,0,0,1,4,2,1.0,1.996,3.955,0.887,0.628
3,2,1,11,287,287,4,1,0,3,3,2,0.5,1.936,4.447,0.541,3.511
3,2,1,11,288,288,4,1,0,4,2,2,1.0,2.181,4.058,0.896,0.744
3,2,1,11,289,289,3,1,0,1,4,1,0.0,2.168,6.518,2.234,0.663
3,2,1,12,290,290,3,1,0,4,2,2,0.5,1.821,6.488,0.799,1.216
3,2,1,12,291,291,1,0,0,1,4,2,1.0,2.095,2.223,0.488,0.623
3,2,1,12,292,292,4,0,0,4,2,1,1.0,1.908,6.419,0.432,1.61
3,2,1,12,293,293,1,0,0,1,4,2,1.0,1.969,4.958,0.59,0.693
3,2,1,12,294,294,2,0,0,2,1,3,1.0,2.019,1.252,0.315,0.49
3,2,1,12,295,295,4,1,0,3,3,3,0.5,2.177,2.646,0.545,3.583
3,2,1,12,296,296,3,0,0,3,3,1,1.0,1.967,5.056,0.897,0.634
3,2,1,12,297,297,4,1,0,3,3,2,0.5,2.193,1.422,0.384,1.865
3,2,1,12,298,298,1,0,0,4,2,1,0.0,1.921,8.046,0.31,0.596
3,2,1,12,299,299,2,0,0,2,1,2,1.0,2.08,1.925,0.321,0.478
3,2,1,12,300,300,2,0,0,2,1,3,1.0,2.067,0.837,0.281,0.403
3,2,1,12,301,301,2,0,0,2,1,3,1.0,2.016,0.879,0.704,0.385
3,2,1,12,302,302,3,0,0,3,3,2,1.0,2.079,1.343,0.341,0.372
3,2,1,12,303,303,2,0,0,4,2,3,0.0,2.067,3.236,0.717,3.911
3,2,1,12,304,304,2,0,0,2,1,2,1.0,1.871,2.199,0.565,0.404
3,2,1,12,305,305,1,0,0,3,3,1,0.0,1.851,5.116,2.163,0.642
3,2,1,12,306,306,3,1,0,3,3,2,1.0,2.2,4.095,1.017,0.414
3,2,1,12,307,307,4,0,0,4,2,2,1.0,1.868,2.691,0.355,0.53
3,2,1,12,308,308,1,0,0,1,4,1,1.0,1.813,5.122,0.61,0.617
3,2,1,12,309,309,3,0,0,2,1,1,0.0,2.024,6.591,1.307,0.584
3,2,1,12,310,310,3,1,0,3,3,1,1.0,2.153,4.053,0.762,0.476
3,2,1,12,311,311,4,0,0,4,2,2,1.0,2.068,4.451,0.686,0.525
3,2,1,12,312,312,4,0,0,3,3,2,0.5,1.876,5.635,0.56,1.002
3,2,1,12,313,313,2,1,0,2,1,2,1.0,1.948,3.787,0.33,0.484
3,2,1,12,314,314,1,1,0,2,1,2,0.5,1.984,3.062,0.591,1.127
3,2,1,12,315,315,2,0,0,2,1,3,1.0,2.193,0.334,0.294,0.34
