stiID,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous_fam,ambiguous_spe
63,green,yellow,pink,blue,0.849926734278197,0.523158922575222,0.842558937019186,0.546012498846209,4,0,1
64,green,yellow,pink,blue,0.408960413043422,0.118458592900021,0.228714276745177,0.755924138589637,1,0,0
65,green,yellow,pink,blue,0.310077443842388,0.0599102432660105,0.447706952123193,0.277251485134871,1,0,0
66,green,yellow,pink,blue,0.540947069455821,0.480825741720599,0.519632568150792,0.546125239053547,4,1,1
67,green,yellow,pink,blue,0.222990891407015,0.646275984344585,0.986552460520473,0.556386778433301,2,0,0
68,green,yellow,pink,blue,0.8156063008717,0.326377917910618,0.810356657118427,0.987784845952996,4,0,0
69,green,yellow,pink,blue,0.827294717866824,0.30196681072935,0.427786599225014,0.199780180199326,3,0,0
70,green,yellow,pink,blue,0.455470191225393,0.0110197748657155,0.582019325725232,0.275493948962454,1,1,1
71,green,yellow,pink,blue,0.373398524206523,0.967742627692127,0.201730894094267,0.579522687456631,2,0,0
72,green,yellow,pink,blue,0.607821646362313,0.161277208382375,0.754735798261886,0.222472170658352,4,0,0
73,green,yellow,pink,blue,0.573600647268386,0.327794169477715,0.918743983686963,0.941780294383773,4,0,0
74,green,yellow,pink,blue,0.382929174160973,0.828320254603129,0.869594769090576,0.638186524356015,2,0,0
75,green,yellow,pink,blue,0.0819117383405715,0.222475880939834,0.84294086395947,0.646873697984733,1,0,0
76,green,yellow,pink,blue,0.077584434114761,0.171077864492274,0.0554616527676954,0.339067747363459,1,0,0
77,green,yellow,pink,blue,0.103287206206097,0.215728790019775,0.23236892611964,0.232838382366055,1,0,0
78,green,yellow,pink,blue,0.478312923810928,0.640148011253477,0.0997196615800814,0.0969884556196431,2,1,1
79,green,yellow,pink,blue,0.615509717230566,0.398793561073144,0.934685705949138,0.826320066586749,4,0,0
80,green,yellow,pink,blue,0.33371217675119,0.646073023616877,0.334236083054611,0.681801400786909,2,0,0
81,green,yellow,pink,blue,0.937361958468262,0.463165568800745,0.33930578912265,0.772542952009815,3,0,1
82,green,yellow,pink,blue,0.282248130584782,0.833393143021783,0.52575949528606,0.910291974752933,2,0,1
83,green,yellow,pink,blue,0.330531870641887,0.983127376206119,0.51393696271002,0.618446298211665,2,0,1
84,green,yellow,pink,blue,0.968914100026128,0.532285470401155,0.134995902945888,0.0666987507168318,3,0,1
85,green,yellow,pink,blue,0.561116950635011,0.72219595895305,0.638020185241245,0.158965388789786,4,0,0
86,green,yellow,pink,blue,0.458900222983399,0.367302640674844,0.0533696469428719,0.583717607507087,1,1,1
87,green,yellow,pink,blue,0.88960396294235,0.45247338239306,0.0372435789535031,0.463804759818275,3,0,1
88,green,yellow,pink,blue,0.0871910910325683,0.133916650098405,0.452639080348612,0.5337449327694,1,0,1
89,green,yellow,pink,blue,0.789758614917316,0.754695874357886,0.314886392035413,0.717551842012678,3,0,0
90,green,yellow,pink,blue,0.091188979960251,0.568653044101718,0.360639198059957,0.396464928046742,2,0,0
91,green,yellow,pink,blue,0.952407007805475,0.643650909246438,0.927028660358914,0.371155049480775,4,0,0
92,green,yellow,pink,blue,0.860191583880654,0.409067223507803,0.389660947531798,0.463522308099048,3,0,0
93,green,yellow,pink,blue,0.380314460424855,0.967439447407906,0.426977417380073,0.697224608950011,2,0,0
94,green,yellow,pink,blue,0.967216826851608,0.128406007170902,0.853092461125721,0.537302514877522,4,0,0
95,green,yellow,pink,blue,0.790591914416831,0.976443438657171,0.125702331299466,0.0659906560870525,3,0,0
96,green,yellow,pink,blue,0.769116821613287,0.410026699857011,0.24749662042912,0.121390967865063,3,0,0
97,green,yellow,pink,blue,0.214412423973249,0.330391680962691,0.936261940347273,0.393389616950785,1,0,0
98,green,yellow,pink,blue,0.957840582293107,0.792773270732936,0.711159430700832,0.187666469167534,4,0,0
99,green,yellow,pink,blue,0.646256245690887,0.203822650611451,0.993814111185389,0.137151794586406,4,0,0
100,green,yellow,pink,blue,0.837481397341507,0.52781437966277,0.50388348356831,0.817466489021839,4,0,1
101,green,yellow,pink,blue,0.129142001198619,0.0750876216261847,0.752454094447118,0.862549469206322,1,0,0
102,green,yellow,pink,blue,0.947960084817072,0.350074784661421,0.771934428512683,0.166032671263917,4,0,0
103,green,yellow,pink,blue,0.0294997503429969,0.346335286996389,0.0365373460419012,0.425624434806951,1,0,0
104,green,yellow,pink,blue,0.203125542899538,0.426139281454001,0.754601742305153,0.497560499420117,1,0,0
105,green,yellow,pink,blue,0.362339507096619,0.576047091456573,0.661004624542606,0.935202137559815,2,0,0
106,green,yellow,pink,blue,0.461806390549584,0.172026791562686,0.0553862230222225,0.994544901428259,1,1,1
107,green,yellow,pink,blue,0.306816973513883,0.785747809373581,0.999357886296982,0.209858925155716,2,0,0
108,green,yellow,pink,blue,0.940265199129328,0.81732144125306,0.966296553297304,0.763256871172364,4,0,0
109,green,yellow,pink,blue,0.284720551668096,0.443746919865684,0.899469356639254,0.272966769961145,1,0,0
110,green,yellow,pink,blue,0.0596721923070507,0.845140820477023,0.988888866507465,0.973080320927098,2,0,0
111,green,yellow,pink,blue,0.986603367573501,0.402554153302261,0.874642277444975,0.625508245118662,4,0,0
112,green,yellow,pink,blue,0.139646643687034,0.745603027469031,0.224818480612305,0.622630750414697,2,0,0
113,green,yellow,pink,blue,0.166832804421667,0.266757152849689,0.346358881150591,0.568315789690299,1,0,0
114,green,yellow,pink,blue,0.286937376501403,0.646056363364439,0.994643070962053,0.28363426353526,2,0,0
115,green,yellow,pink,blue,0.608295386688616,0.817708768575379,0.224728077141551,0.658302145446972,3,0,0
116,green,yellow,pink,blue,0.634109042517955,0.483239271951055,0.404626515091617,0.0024669427652767,3,0,1
117,green,yellow,pink,blue,0.307770127807313,0.795293077074162,0.324583157229007,0.423164827329028,2,0,0
118,green,yellow,pink,blue,0.0216740655891045,0.0630904610666126,0.585298557280561,0.865216374080293,1,0,0
119,green,yellow,pink,blue,0.303219552487749,0.486529133470077,0.190961793321344,0.13678633007482,1,0,1
120,green,yellow,pink,blue,0.576426924869683,0.731381040064904,0.307631088198922,0.842695623413302,3,0,0
121,green,yellow,pink,blue,0.993724782869169,0.675107369478051,0.250769965611393,0.517210189376438,3,0,0
122,green,yellow,pink,blue,0.765953488656383,0.985063681625217,0.795889610938693,0.175557503440774,4,0,0
123,green,yellow,pink,blue,0.981491330062435,0.0172500296533952,0.398154970549154,0.901339748491827,3,0,0
124,green,yellow,pink,blue,0.723150075507413,0.423842940986174,0.427942247692041,0.176391997489686,3,0,0
125,green,yellow,pink,blue,0.532864044085878,0.474674369666878,0.0634075577331717,0.474431308993296,3,1,1
126,green,yellow,pink,blue,0.594373192344218,0.561294969809608,0.195821976451883,0.368924815894628,3,0,0
127,green,yellow,pink,blue,0.340101051272652,0.448421206382678,0.493083254313646,0.601653208747111,1,0,1
128,green,yellow,pink,blue,0.917316020551823,0.631793509261718,0.265455319448584,0.0400937720358464,3,0,0
129,green,yellow,pink,blue,0.274606581914678,0.658477989483835,0.768313513016315,0.323840046182395,2,0,0
130,green,yellow,pink,blue,0.72917031524765,0.776070855322879,0.25579898369438,0.968039311049687,3,0,0
131,green,yellow,pink,blue,0.521039998348619,0.840790940990747,0.785249189907129,0.730038623240559,4,1,1
132,green,yellow,pink,blue,0.0912351584502435,0.528553697471048,0.0421659541911716,0.964658215315143,2,0,1
133,green,yellow,pink,blue,0.255990964432169,0.122648025103393,0.524587877119655,0.400973514896809,1,0,1
134,green,yellow,pink,blue,0.920044718862879,0.493747738090013,0.587770884683424,0.280816269477721,4,0,1
135,green,yellow,pink,blue,0.0140456841438603,0.654858516653845,0.25977464163906,0.824434258404731,2,0,0
136,green,yellow,pink,blue,0.549505442224168,0.583395027801216,0.996488065745675,0.938372515728677,4,1,1
137,green,yellow,pink,blue,0.227930809326052,0.839055238781662,0.292742025662687,0.976240333474609,2,0,0
138,green,yellow,pink,blue,0.594619052234759,0.309663580855012,0.332247247997103,0.357164402762105,3,0,0
139,green,yellow,pink,blue,0.375613094909562,0.997986595421233,0.59124749944854,0.494972110494498,2,0,0
140,green,yellow,pink,blue,0.888159204431879,0.0860679975056328,0.933507554586777,0.998249047647276,4,0,0
141,green,yellow,pink,blue,0.438645241142056,0.285664139981861,0.986042782435331,0.721865035750969,1,0,0
142,green,yellow,pink,blue,0.700544340219401,0.303767727418747,0.531439274075875,0.658544617009699,4,0,1
143,green,yellow,pink,blue,0.979855961701907,0.712933914504381,0.553412880463912,0.395437878102942,4,0,0
144,green,yellow,pink,blue,0.297123042678525,0.432328048294106,0.538806939008617,0.388415110409658,1,0,1
145,green,yellow,pink,blue,0.671352308316136,0.0880189122953649,0.80871035577153,0.74210489841829,4,0,0
146,green,yellow,pink,blue,0.351510378667552,0.683182417776674,0.7244516722733,0.866248539665093,2,0,0
147,green,yellow,pink,blue,0.50791144969067,0.38510815909131,0.244585591059335,0.928701210070107,3,1,1
148,green,yellow,pink,blue,0.0773265568351074,0.163249220159575,0.637757031829497,0.764620242733814,1,0,0
149,green,yellow,pink,blue,0.983749233716893,0.567117925528989,0.398325440864623,0.921883592336088,3,0,0
150,green,yellow,pink,blue,0.103069574463764,0.300189094965189,0.590273197722137,0.754392535352351,1,0,0
151,green,yellow,pink,blue,0.130119714464848,0.893402121763069,0.160262458755785,0.914602365546515,2,0,0
152,green,yellow,pink,blue,0.988837944223236,0.445772924325945,0.446326001819948,0.529578762859994,3,0,0
153,green,yellow,pink,blue,0.409848355783894,0.210045396600298,0.466837896073598,0.516882140733859,1,0,1
154,green,yellow,pink,blue,0.217708346986512,0.103499538590254,0.318027732178752,0.28824039687016,1,0,0
155,green,yellow,pink,blue,0.866557198903258,0.191633005413743,0.181702598547616,0.390572150340199,3,0,0
156,green,yellow,pink,blue,0.722075278083728,0.774801555064569,0.493475685066876,0.913168661934759,3,0,1
157,green,yellow,pink,blue,0.257316628296387,0.525439062013315,0.33922101774947,0.993331446133541,2,0,1
158,green,yellow,pink,blue,0.475680588503339,0.450555102065211,0.668509373880578,0.327434860101023,1,1,1
159,green,yellow,pink,blue,0.229660623240476,0.754421352004344,0.99884789504759,0.022531675518135,2,0,0
160,green,yellow,pink,blue,0.726264502429303,0.895839811927932,0.439558586757166,0.0176688152560111,3,0,0
161,green,yellow,pink,blue,0.874336855248975,0.776187028237834,0.729014735853026,0.124834099063585,4,0,0
162,green,yellow,pink,blue,0.123250425026617,0.810160430023823,0.60293375358107,0.225740743408323,2,0,0
163,green,yellow,pink,blue,0.404135496818875,0.105501033654422,0.168851618022475,0.485982303894133,1,0,0
164,green,yellow,pink,blue,0.06866044265504,0.285723342456129,0.225623715087944,0.157758237092458,1,0,0
165,green,yellow,pink,blue,0.169173746073542,0.998961822684932,0.907342860957652,0.850948264993011,2,0,0
166,green,yellow,pink,blue,0.777626272243445,0.226954083425121,0.573928264794514,0.818776611785442,4,0,0
167,green,yellow,pink,blue,0.122294098986361,0.0806336174640901,0.884277076641005,0.391699242945309,1,0,0
168,green,yellow,pink,blue,0.436235896905483,0.139641293626911,0.0104955589879871,0.563057222869694,1,0,0
169,green,yellow,pink,blue,0.667128052507124,0.16818913315636,0.606482193136075,9.64974064946444e-05,4,0,0
170,green,yellow,pink,blue,0.785192358767876,0.997312343559183,0.636418557968177,0.00203538264373893,4,0,0
171,green,yellow,pink,blue,0.142568456449162,0.99639058328924,0.0766805793687565,0.225378645661123,2,0,0
172,green,yellow,pink,blue,0.804969175761893,0.475735342117456,0.234195237144318,0.398075079762504,3,0,1
173,green,yellow,pink,blue,0.83082239059667,0.214322723400402,0.550640844978434,0.0623635309925122,4,0,0
174,green,yellow,pink,blue,0.684828434161511,0.0900478665153071,0.684967260090656,0.732792348147847,4,0,0
175,green,yellow,pink,blue,0.147622761337572,0.910808780575688,0.120662453020804,0.515398573233011,2,0,0
176,green,yellow,pink,blue,0.524604775597059,0.670231815974004,0.391531140907107,0.525853030409886,3,1,1
177,green,yellow,pink,blue,0.366775585217308,0.591506265626059,0.459709197759196,0.0339636659894061,2,0,1
178,green,yellow,pink,blue,0.922506504624856,0.659560757453124,0.710779245340897,0.596244879609922,4,0,0
179,green,yellow,pink,blue,0.861923551187332,0.188324032170132,0.698273746811671,0.049707517075995,4,0,0
180,green,yellow,pink,blue,0.125014170965684,0.651835319396627,0.693667683057156,0.633760087908393,2,0,0
181,green,yellow,pink,blue,0.218859994107864,0.90839704605026,0.17005523710536,0.094477868294958,2,0,0
182,green,yellow,pink,blue,0.138447488163451,0.45367324278412,0.567055446504618,0.0374645492751743,1,0,1
183,green,yellow,pink,blue,0.0476510884738847,0.135738808048924,0.369057289080258,0.281335818627117,1,0,0
184,green,yellow,pink,blue,0.829097724359131,0.756477942682582,0.19914928787335,0.619669086647486,3,0,0
185,green,yellow,pink,blue,0.554841314410723,0.0270707512665625,0.816912208011789,0.81818671196341,4,0,0
186,green,yellow,pink,blue,0.462448705062894,0.0470167463738267,0.531532370626412,0.113700038076605,1,1,1
187,green,yellow,pink,blue,0.208192337635742,0.369866060675552,0.323146048039871,0.814997935311593,1,0,0
188,green,yellow,pink,blue,0.721812846716557,0.68526826203443,0.992132835468408,0.857265500656336,4,0,0
189,green,yellow,pink,blue,0.229196070148479,0.6564303224716,0.977045598591572,0.334252617478275,2,0,0
190,green,yellow,pink,blue,0.428556939374257,0.26431805747024,0.0265991759895964,0.0724444320832727,1,0,0
191,green,yellow,pink,blue,0.687937702650506,0.457265028118679,0.503478231741129,0.370431558162518,4,0,1
192,green,yellow,pink,blue,0.99321445006963,0.646751447886244,0.0876530233400753,0.376943071129663,3,0,0
193,green,yellow,pink,blue,0.34247229766205,0.683187912813631,0.0880008490548148,0.317014672780778,2,0,0
194,green,yellow,pink,blue,0.407549054715611,0.519632330831038,0.250542991139112,0.686387421602366,2,0,1
195,green,yellow,pink,blue,0.572655583612774,0.00751709640811105,0.00113721803500888,0.990668269380575,3,0,0
196,green,yellow,pink,blue,0.538439328889746,0.914666275180527,0.655500996547264,0.301330490270963,4,1,1
197,green,yellow,pink,blue,0.38841482828863,0.29880491854458,0.71108109222489,0.0766763830186189,1,0,0
198,green,yellow,pink,blue,0.530477827338017,0.648742634287553,0.172852755707944,0.320515799488728,3,1,1
199,green,yellow,pink,blue,0.831989803947357,0.882767566708003,0.532595402348749,0.453126925907706,4,0,1
200,green,yellow,pink,blue,0.98843071988802,0.500090792096223,0.515531585681881,0.939752875621374,4,0,1
201,green,yellow,pink,blue,0.790039511112232,0.70950909025062,0.354059962469694,0.593271841847411,3,0,0
202,green,yellow,pink,blue,0.603837846355335,0.731054407806952,0.459702891621324,0.0294991864433166,3,0,1
203,green,yellow,pink,blue,0.973701022147116,0.370857488654822,0.444407522719493,0.397990438338712,3,0,0
204,green,yellow,pink,blue,0.0633897170336754,0.135789156025743,0.624286114008116,0.45165541775068,1,0,0
205,green,yellow,pink,blue,0.928414742806448,0.812130514053707,0.892204758648988,0.0684559929959778,4,0,0
206,green,yellow,pink,blue,0.439062039723095,0.605501298474839,0.567778247281844,0.412494725382804,2,0,0
207,green,yellow,pink,blue,0.9074069883075,0.564142960376916,0.589505171379411,0.640254458610116,4,0,0
208,green,yellow,pink,blue,0.347107738633714,0.106931968180592,0.606469245712037,0.938024489084834,1,0,0
209,green,yellow,pink,blue,0.567189679850478,0.133631909533322,0.0500511815356978,0.308816536983405,3,0,0
210,green,yellow,pink,blue,0.504077332627122,0.257175496952193,0.800438774739975,0.92732516057313,4,1,1
211,green,yellow,pink,blue,0.642086693382308,0.340092204689605,0.208032296820221,0.896731957490375,3,0,0
212,green,yellow,pink,blue,0.0649620075294878,0.0090249726048624,0.391416533171224,0.194612902194148,1,0,0
213,green,yellow,pink,blue,0.181402716374614,0.859629910346862,0.629362679477153,0.827909530539165,2,0,0
214,green,yellow,pink,blue,0.290659959315493,0.627964464340903,0.636794913088755,0.0258726737718729,2,0,0
215,green,yellow,pink,blue,0.268145546795042,0.589767951719125,0.108251420164438,0.887188485373761,2,0,0
216,green,yellow,pink,blue,0.852588478461499,0.438380462701508,0.275324694529977,0.47007587068121,3,0,0
217,green,yellow,pink,blue,0.455487745574927,0.640269157057329,0.174597951736543,0.945287764854469,2,1,1
218,green,yellow,pink,blue,0.893679348953694,0.9791198236103,0.174217274646873,0.735744716291224,3,0,0
219,green,yellow,pink,blue,0.674495640490748,0.459022494038989,0.126751949690363,0.479312811279681,3,0,1
220,green,yellow,pink,blue,0.290318473151666,0.271166527176884,0.564674141260749,0.744791114275111,1,0,0
221,green,yellow,pink,blue,0.414572554213813,0.296595735888103,0.542495668866835,0.997485274201405,1,0,1
222,green,yellow,pink,blue,0.684149665034284,0.639962414900198,0.594372965621799,0.40116100153041,4,0,0
223,green,yellow,pink,blue,0.878248500907549,0.316454071525339,0.368976670996568,0.240258792603858,3,0,0
224,green,yellow,pink,blue,0.260501561910585,0.205970633727665,0.653532094256714,0.689147257550577,1,0,0
225,green,yellow,pink,blue,0.414175102246167,0.133617994560622,0.846501768631793,0.630597152728896,1,0,0
226,green,yellow,pink,blue,0.0345906331603023,0.221373252570563,0.385854316234087,0.768088699794002,1,0,0
227,green,yellow,pink,blue,0.366580968661848,0.525526592406853,0.405902831457476,0.750154565705525,2,0,1
228,green,yellow,pink,blue,0.394725097914798,0.0830863240632873,0.0902020912349913,0.983189067164473,1,0,0
229,green,yellow,pink,blue,0.536753223346228,0.716044284475152,0.60062925489539,0.59030672297073,4,1,1
230,green,yellow,pink,blue,0.483146132949868,0.871305950673644,0.739910966692085,0.40151334979541,2,1,1
231,green,yellow,pink,blue,0.599476894038293,0.830897847510206,0.45770191662577,0.348165468318486,3,0,1
232,green,yellow,pink,blue,0.169127676537752,0.953729955410872,0.233954606370662,0.842484504703522,2,0,0
233,green,yellow,pink,blue,0.916843217400823,0.298313717057641,0.454451697932689,0.434654422393074,3,0,1
234,green,yellow,pink,blue,0.241477958842369,0.470397753022982,0.0567021625751147,0.953739698456531,1,0,1
235,green,yellow,pink,blue,0.442923152005438,0.203037245478104,0.05490530195665,0.0480936491573202,1,0,0
236,green,yellow,pink,blue,0.213096746001502,0.608359043075209,0.112556476455594,0.00528406959583527,2,0,0
237,green,yellow,pink,blue,0.699750897010248,0.780581610382396,0.652562808889524,0.702006308824734,4,0,0
238,green,yellow,pink,blue,0.0210929769273638,0.635338228064925,0.876314209163091,0.807272104003178,2,0,0
239,green,yellow,pink,blue,0.345385212485766,0.163636053942368,0.996620755988399,0.761180210315328,1,0,0
240,green,yellow,pink,blue,0.836673465451942,0.846179817822843,0.0543621491601459,0.843337007292478,3,0,0
241,green,yellow,pink,blue,0.198511056016142,0.741535199999303,0.91923218189513,0.635291872563209,2,0,0
242,green,yellow,pink,blue,0.705378408980641,0.985897250159482,0.885349700281886,0.651018756818856,4,0,0
243,green,yellow,pink,blue,0.0244496668023181,0.216895568982419,0.321525623969673,0.803748109340494,1,0,0
244,green,yellow,pink,blue,0.588768871232514,0.0288986786230121,0.627498568181057,0.630317598135853,4,0,0
245,green,yellow,pink,blue,0.660531360829903,0.744538517005286,0.499109417631057,0.976002288971031,3,0,1
246,green,yellow,pink,blue,0.0531820370817694,0.383858766401556,0.583999020665834,0.0122818708120829,1,0,0
247,green,yellow,pink,blue,0.678196916645083,0.0554148610900696,0.994420124847099,0.75163452115639,4,0,0
248,green,yellow,pink,blue,0.388699153502917,0.62807933075735,0.516773233732541,0.989253042654784,2,0,1
249,green,yellow,pink,blue,0.956694637972128,0.0949346032725288,0.245811453093791,0.66959483508277,3,0,0
250,green,yellow,pink,blue,0.7788870615092,0.101320532624309,0.354208923586131,0.0868408011429325,3,0,0
251,green,yellow,pink,blue,0.238605324642462,0.649287802838911,0.578457764263063,0.572760262005025,2,0,0
252,green,yellow,pink,blue,0.636557465981741,0.151598481283651,0.0123168708424605,0.841959227179712,3,0,0
253,green,yellow,pink,blue,0.648219895731996,0.703981937004911,0.454721436779133,0.782423124389489,3,0,1
254,green,yellow,pink,blue,0.227716536771795,0.365287974957603,0.734476554775524,0.305748057798665,1,0,0
255,green,yellow,pink,blue,0.854531895692015,0.529917597730571,0.728462937193003,0.683069021977077,4,0,1
256,green,yellow,pink,blue,0.964960702815657,0.380316272629961,0.106923906659854,0.643539947156937,3,0,0
257,green,yellow,pink,blue,0.0374889005834833,0.720756774379688,0.384422258324061,0.525979064661234,2,0,0
258,green,yellow,pink,blue,0.998623165325446,0.859265767403166,0.151794575681013,0.968255390120315,3,0,0
259,green,yellow,pink,blue,0.365386800267217,0.504904184311992,0.511042419479543,0.492351265483707,2,0,1
260,green,yellow,pink,blue,0.908581012951599,0.788624211319734,0.0229414201856819,0.334331500386759,3,0,0
261,green,yellow,pink,blue,0.419610402577939,0.214161200638917,0.246214554013512,0.0721612317431783,1,0,0
262,green,yellow,pink,blue,0.48265258619915,0.591936845305201,0.938276523301792,0.601477764298538,2,1,1
263,green,yellow,pink,blue,0.30484103922903,0.00982184976343098,0.110689083018112,0.993036233921841,1,0,0
264,green,yellow,pink,blue,0.806426246063245,0.144951942425046,0.201390692839016,0.936770560520752,3,0,0
