condition,iSession,iBlock,iTrial,stiID,probCat1,probCat2,ambiguous,choice,presskey,rating,feedback,choRT,rateRT,recDU
1,1,1,32,14,0.027,0.973,0,2,1,3,1,37.697,1.006,5.119
1,1,1,33,52,0.069,0.931,0,1,2,3,0,31.766,1.33,5.427
1,1,1,34,13,0.038,0.962,0,2,1,5,1,4.033,3.201,3.208
1,1,1,35,23,0.13,0.87,0,1,2,2,0,13.363,3.728,7.931
1,1,1,36,51,0.621,0.379,1,2,1,3,0,4.781,4.312,6.58
1,1,1,37,11,0.057,0.943,0,2,1,5,1,6.73,2.469,8.705
1,1,1,38,39,0.025,0.975,0,1,2,2,0,25.708,1.178,7.887
1,1,1,39,37,0.78,0.22,0,2,1,2,0,7.434,1.33,9.252
1,1,1,40,20,0.96,0.04,0,1,2,4,1,7.214,1.944,7.223
1,1,1,41,30,0.968,0.032,1,1,2,3,1,8.313,0.551,6.974
1,1,1,42,25,0.333,0.667,0,1,2,3,0,27.733,1.746,5.93
1,1,1,43,50,0.021,0.979,0,1,2,2,0,20.649,1.264,8.064
1,1,1,44,46,0.1,0.9,0,2,1,3,1,17.737,1.051,8.127
1,1,1,45,63,0.079,0.921,0,1,2,2,0,15.996,3.151,8.626
1,1,1,46,1,0.215,0.785,0,2,1,2,1,15.337,1.502,8.346
1,1,1,47,9,0.903,0.097,0,1,2,6,1,4.426,2.291,8.643
1,1,1,48,57,0.192,0.808,0,2,1,2,0,22.531,1.63,6.354
1,1,1,49,40,0.796,0.204,0,2,1,2,1,7.232,1.319,6.358
1,1,1,50,18,0.444,0.556,0,1,2,3,0,12.456,1.018,10.036
1,1,1,51,43,0.183,0.817,0,2,1,2,1,16.902,2.427,9.073
1,1,1,52,53,0.671,0.329,0,1,2,6,1,2.616,1.617,3.972
1,1,1,53,35,0.966,0.034,0,1,2,4,1,3.316,2.506,3.517
1,1,1,54,17,0.962,0.038,0,2,1,3,0,10.916,1.864,8.718
1,1,1,55,45,0.721,0.279,0,1,2,3,1,4.033,2.073,3.526
1,1,1,56,26,0.625,0.375,0,2,1,2,0,41.581,1.232,3.934
1,1,1,57,48,0.972,0.028,0,1,2,4,1,2.225,2.451,3.378
1,1,1,58,49,0.801,0.199,0,1,2,3,0,6.047,1.28,4.014
1,1,1,59,6,0.555,0.445,0,1,2,4,1,4.231,3.151,3.771
1,1,1,60,41,0.421,0.579,0,2,1,6,1,9.219,1.394,8.999
1,1,1,61,16,0.872,0.128,0,2,1,2,0,14.657,2.376,4.932
1,1,1,62,24,0.181,0.819,0,2,1,3,1,24.96,1.358,6.66
1,1,1,63,4,0.924,0.076,0,1,2,3,1,10.446,1.239,6.594
1,1,1,64,10,0.891,0.109,0,1,2,2,1,57.51,1.325,4.08
1,1,2,65,97,0.35,0.65,0,2,1,1,1,19.144,1.304,12.284
1,1,2,66,123,0.292,0.708,0,1,2,1,0,49.804,1.393,6.651
1,1,2,67,88,0.836,0.164,0,1,2,2,0,10.88,2.318,8.108
1,1,2,68,113,0.711,0.289,0,1,2,2,1,33.646,0.902,5.469
1,1,2,69,80,0.538,0.462,0,1,2,2,0,7.181,1.197,5.21
1,1,2,70,81,0.188,0.812,0,2,1,1,1,33.022,1.919,10.098
1,1,2,71,124,0.987,0.013,0,2,1,2,0,100.679,1.083,3.613
1,1,2,72,82,0.098,0.902,0,1,2,2,0,35.174,1.914,2.199
1,1,2,73,87,0.966,0.034,0,1,2,2,1,9.855,0.968,2.355
1,1,2,74,72,0.122,0.878,0,2,1,3,1,7.969,1.605,2.277
1,1,2,75,66,0.305,0.695,0,2,1,3,1,14.517,1.522,2.199
1,1,2,76,85,0.975,0.025,0,2,1,3,0,9.091,1.425,2.244
1,1,2,77,73,0.905,0.095,0,1,2,4,1,6.26,1.115,1.726
1,1,2,78,128,0.649,0.351,0,1,2,6,1,9.124,1.497,1.889
1,1,2,79,104,0.357,0.643,0,1,2,6,0,6.539,1.031,1.705
1,1,2,80,111,0.42,0.58,1,1,2,6,1,3.819,0.973,1.948
1,1,2,81,78,0.889,0.111,0,1,2,6,1,11.55,1.57,1.729
1,1,2,82,74,0.023,0.977,0,2,1,5,1,16.651,2.308,2.362
1,1,2,83,102,0.065,0.935,0,1,2,6,0,8.869,1.229,2.122
1,1,2,84,126,0.955,0.045,0,2,1,6,0,9.216,0.937,1.743
1,1,2,85,86,0.032,0.968,0,1,2,6,1,15.003,1.125,1.656
1,1,2,86,84,0.957,0.043,0,1,2,3,1,22.531,1.362,1.819
1,1,2,87,105,0.981,0.019,0,2,1,4,0,30.213,1.592,1.596
1,1,2,88,69,0.102,0.898,0,1,2,3,0,13.347,1.104,1.625
1,1,2,89,101,0.879,0.121,0,1,2,3,1,8.542,0.931,2.442
1,1,2,90,79,0.799,0.201,1,1,2,6,1,14.105,1.437,1.935
1,1,2,91,90,0.541,0.459,0,1,2,6,1,16.505,1.376,1.9
1,1,2,92,107,0.167,0.833,0,2,1,6,1,8.826,0.987,2.287
1,1,2,93,122,0.011,0.989,0,1,2,2,1,33.905,6.177,1.775
1,1,2,94,120,0.92,0.08,0,2,1,4,0,7.575,2.929,3.848
1,1,2,95,93,0.076,0.924,0,1,2,6,0,8.476,1.083,1.676
1,1,2,96,110,0.83,0.17,0,1,2,6,1,5.28,0.896,1.623
1,1,2,97,71,0.877,0.123,0,1,2,6,1,4.701,2.531,1.751
1,1,2,98,99,0.762,0.238,0,1,2,3,1,7.079,1.782,2.221
1,1,2,99,114,0.6,0.4,0,2,1,6,1,5.398,1.249,1.73
1,1,2,100,115,0.04,0.96,0,2,1,6,1,4.632,1.015,1.839
1,1,2,101,112,0.49,0.51,0,2,1,6,1,7.194,0.997,1.488
1,1,2,102,83,0.678,0.322,0,2,1,6,0,6.382,0.737,1.662
1,1,2,103,92,0.297,0.703,1,2,1,6,1,6.218,0.994,1.643
1,1,2,104,116,0.034,0.966,0,1,2,3,0,21.285,1.189,3.165
1,1,2,105,109,0.972,0.028,0,2,1,3,0,8.029,1.381,1.581
1,1,2,106,75,0.075,0.925,0,2,1,3,1,8.645,2.924,1.671
1,1,2,107,65,0.233,0.767,0,1,2,6,0,4.457,0.384,1.607
1,1,2,108,119,0.905,0.095,0,1,2,2,1,11.332,2.369,0.016
1,1,2,109,77,0.056,0.944,0,1,2,6,0,6.655,1.303,1.501
1,1,2,110,103,0.47,0.53,0,2,1,6,0,6.509,1.268,1.637
1,1,2,111,94,0.16,0.84,1,2,1,4,1,10.511,1.59,1.974
1,1,2,112,76,0.028,0.972,1,1,2,4,0,11.161,1.588,1.622
1,1,2,113,127,0.086,0.914,0,1,2,6,0,8.563,1.063,1.496
1,1,2,114,108,0.808,0.192,0,1,2,6,1,5.811,0.95,1.502
1,1,2,115,89,0.851,0.149,0,1,2,6,1,5.712,0.349,1.175
1,1,2,116,67,0.03,0.97,0,2,1,5,1,9.692,0.955,1.399
1,1,2,117,125,0.966,0.034,0,1,2,6,1,5.794,0.9,3.269
1,1,2,118,98,0.05,0.95,0,1,2,4,0,7.79,1.441,1.774
1,1,2,119,95,0.94,0.06,0,1,2,6,1,7.219,1.205,1.404
1,1,2,120,70,0.02,0.98,0,2,1,3,0,22.975,1.363,1.881
1,1,2,121,117,0.069,0.931,1,2,1,6,0,4.365,1.202,1.883
1,1,2,122,106,0.909,0.091,0,1,2,6,1,4.467,1.282,2.141
1,1,2,123,121,0.597,0.403,0,1,2,6,1,3.843,1.074,1.536
1,1,2,124,91,0.821,0.179,0,1,2,6,1,6.105,0.975,1.829
1,1,2,125,118,0.275,0.725,0,1,2,6,1,2.482,0.344,1.447
1,1,2,126,96,0.989,0.011,0,1,2,4,1,19.564,1.344,2.316
1,1,2,127,68,0.928,0.072,0,2,1,6,0,4.946,0.949,1.626
1,1,2,128,100,0.216,0.784,0,1,2,5,1,6.625,0.404,1.62
1,1,3,129,144,0.538,0.462,0,2,1,4,1,32.621,3.277,10.341
1,1,3,130,181,0.069,0.931,0,1,2,3,0,28.16,1.653,3.049
1,1,3,131,146,0.098,0.902,0,1,2,2,0,46.969,1.366,2.308
1,1,3,132,170,0.909,0.091,0,1,2,2,1,66.5,1.204,1.986
1,1,3,133,158,0.16,0.84,0,2,1,1,0,14.571,1.158,2.424
1,1,3,134,130,0.305,0.695,0,1,2,3,1,338.301,1.505,2.152
1,1,3,135,134,0.02,0.98,0,2,1,2,1,7.609,1.554,2.465
1,1,3,136,163,0.762,0.238,0,1,2,3,0,78.121,1.192,5.255
1,1,3,137,148,0.957,0.043,0,1,2,4,1,37.1,1.628,8.582
1,1,3,138,168,0.357,0.643,0,1,2,4,0,17.74,1.273,2.293
1,1,3,139,169,0.981,0.019,0,1,2,3,1,40.27,1.11,4.186
1,1,3,140,179,0.04,0.96,0,1,2,4,0,21.336,2.295,5.065
1,1,3,141,180,0.034,0.966,0,2,1,3,1,20.053,2.628,5.185
1,1,3,142,166,0.065,0.935,0,2,1,3,1,9.193,1.484,7.223
1,1,3,143,143,0.799,0.201,0,1,2,3,1,20.59,4.592,5.096
1,1,3,144,137,0.905,0.095,1,1,2,6,1,6.387,2.958,4.94
1,1,3,145,164,0.216,0.784,0,2,1,5,1,11.768,1.203,4.022
1,1,3,146,131,0.03,0.97,0,1,2,3,0,20.413,1.6,4.7
1,1,3,147,191,0.086,0.914,0,1,2,3,0,19.869,1.108,4.47
1,1,3,148,141,0.056,0.944,0,1,2,3,0,10.235,1.506,4.695
1,1,3,149,174,0.83,0.17,0,1,2,6,1,10.59,1.584,2.287
1,1,3,150,184,0.92,0.08,0,2,1,4,0,12.642,2.026,4.202
1,1,3,151,185,0.597,0.403,0,2,1,3,0,31.584,1.169,4.135
1,1,3,152,177,0.711,0.289,0,2,1,3,0,12.304,1.468,4.607
1,1,3,153,156,0.297,0.703,0,2,1,1,1,119.644,1.63,5.015
1,1,3,154,149,0.975,0.025,1,2,1,3,0,22.121,1.453,3.234
1,1,3,155,186,0.011,0.989,0,2,1,2,1,43.124,0.563,6.063
1,1,3,156,171,0.167,0.833,0,2,1,2,1,14.665,1.4,4.062
1,1,3,157,175,0.42,0.58,0,2,1,3,1,11.269,2.037,3.857
1,1,3,158,139,0.075,0.925,0,2,1,3,1,9.821,0.981,3.524
1,1,3,159,138,0.023,0.977,0,2,1,4,1,12.327,1.771,2.973
1,1,3,160,147,0.678,0.322,0,1,2,3,1,6.343,1.756,3.055
1,1,3,161,136,0.122,0.878,0,2,1,4,1,7.248,1.488,1.861
1,1,3,162,162,0.05,0.95,0,2,1,5,1,1.291,0.945,1.842
1,1,3,163,159,0.94,0.06,0,1,2,5,1,1.139,1.333,1.856
1,1,3,164,189,0.966,0.034,0,1,2,6,1,1.032,0.457,1.564
1,1,3,165,132,0.928,0.072,0,1,2,6,1,0.879,0.263,1.376
1,1,3,166,151,0.966,0.034,0,1,2,6,1,0.708,0.354,1.545
1,1,3,167,155,0.821,0.179,1,1,2,4,1,5.62,1.654,2.238
1,1,3,168,182,0.275,0.725,0,2,1,4,1,3.07,2.077,4.48
1,1,3,169,157,0.076,0.924,0,2,1,6,1,1.877,0.218,3.97
1,1,3,170,176,0.49,0.51,0,1,2,4,0,2.478,1.118,1.628
1,1,3,171,140,0.028,0.972,0,2,1,6,1,3.122,1.047,1.537
1,1,3,172,161,0.35,0.65,0,1,2,4,1,1.254,1.014,3.396
1,1,3,173,187,0.292,0.708,0,1,2,4,0,1.208,1.226,3.016
1,1,3,174,190,0.955,0.045,0,1,2,6,1,1.14,1.136,1.664
1,1,3,175,188,0.987,0.013,1,1,2,6,1,0.824,0.641,1.489
1,1,3,176,154,0.541,0.459,1,1,2,5,1,1.241,1.289,1.718
1,1,3,177,183,0.905,0.095,0,1,2,6,1,1.03,0.976,1.325
1,1,3,178,160,0.989,0.011,0,1,2,6,1,0.756,0.864,1.769
1,1,3,179,152,0.836,0.164,0,1,2,6,1,0.701,0.739,1.967
1,1,3,180,135,0.877,0.123,0,1,2,6,1,0.693,0.709,1.228
1,1,3,181,129,0.233,0.767,0,2,1,3,1,4.059,3.105,4.035
1,1,3,182,173,0.972,0.028,0,1,2,6,1,0.763,0.35,1.225
1,1,3,183,167,0.47,0.53,0,1,2,3,1,1.561,1.06,2.182
1,1,3,184,145,0.188,0.812,0,2,1,3,0,1.43,0.741,2.529
1,1,3,185,150,0.032,0.968,1,2,1,5,1,1.361,1.076,1.629
1,1,3,186,178,0.6,0.4,0,1,2,6,1,0.913,1.183,1.889
1,1,3,187,172,0.808,0.192,0,1,2,6,1,0.733,0.273,1.57
1,1,3,188,133,0.102,0.898,0,2,1,3,1,3.818,1.683,3.573
1,1,3,189,192,0.649,0.351,0,1,2,6,1,0.764,0.088,1.406
1,1,3,190,142,0.889,0.111,0,1,2,6,1,0.889,1.761,1.316
1,1,3,191,153,0.851,0.149,0,1,2,6,1,0.695,0.317,4.069
1,1,3,192,165,0.879,0.121,0,1,2,6,1,0.722,0.423,1.538
1,1,4,193,224,0.547,0.453,0,1,2,5,1,6.419,2.898,3.367
1,1,4,194,232,0.852,0.148,0,1,2,6,0,1.238,0.423,2.309
1,1,4,195,214,0.028,0.972,0,2,1,6,1,1.395,0.275,1.87
1,1,4,196,226,0.862,0.138,0,1,2,6,1,0.997,0.262,2.19
1,1,4,197,227,0.807,0.193,1,1,2,6,0,0.794,0.924,1.488
1,1,4,198,198,0.053,0.947,0,2,1,6,1,0.823,0.648,1.937
1,1,4,199,247,0.047,0.953,0,2,1,6,1,1.325,0.897,1.483
1,1,4,200,195,0.952,0.048,0,1,2,6,1,0.83,0.271,1.958
1,1,4,201,208,0.939,0.061,0,1,2,6,1,0.774,0.433,1.527
1,1,4,202,203,0.033,0.967,0,2,1,6,1,1.354,0.229,1.737
1,1,4,203,246,0.921,0.079,0,1,2,6,1,0.86,0.603,1.614
1,1,4,204,222,0.755,0.245,0,1,2,6,0,0.951,1.188,1.733
1,1,4,205,237,0.972,0.028,0,1,2,6,1,0.742,0.314,1.941
1,1,4,206,252,0.042,0.958,0,2,1,6,1,1.244,0.42,1.774
1,1,4,207,254,0.932,0.068,0,1,2,6,1,1.417,0.419,1.825
1,1,4,208,243,0.419,0.581,0,1,2,3,1,2.991,0.384,5.009
1,1,4,209,225,0.662,0.338,0,1,2,5,1,1.337,0.206,1.522
1,1,4,210,199,0.955,0.045,0,1,2,6,1,0.795,0.958,1.443
1,1,4,211,230,0.319,0.681,0,1,2,3,0,1.252,1.339,2.19
1,1,4,212,250,0.526,0.474,0,1,2,4,0,1.628,1.59,1.902
1,1,4,213,234,0.191,0.809,0,2,1,4,1,1.702,1.74,2.906
1,1,4,214,220,0.943,0.057,0,1,2,6,1,1.085,1.052,1.766
1,1,4,215,209,0.909,0.091,0,1,2,6,1,0.845,0.933,1.876
1,1,4,216,233,0.782,0.218,0,1,2,6,0,1.981,0.833,1.61
1,1,4,217,239,0.185,0.815,1,2,1,6,1,0.832,0.03,1.346
1,1,4,218,206,0.353,0.647,0,1,2,4,0,1.946,1.07,1.538
1,1,4,219,238,0.923,0.077,0,1,2,6,1,1.228,1.365,1.926
1,1,4,220,248,0.151,0.849,0,2,1,4,1,4.59,1.904,3.482
1,1,4,221,255,0.981,0.019,0,1,2,6,1,0.799,0.281,1.63
1,1,4,222,200,0.642,0.358,0,1,2,6,1,1.285,1.18,1.632
1,1,4,223,251,0.949,0.051,1,1,2,6,1,0.732,0.897,1.807
1,1,4,224,197,0.487,0.513,1,1,2,4,1,1.448,1.095,2.229
1,1,4,225,240,0.276,0.724,0,2,1,5,1,4.897,1.367,2.367
1,1,4,226,245,0.042,0.958,0,2,1,6,1,1.516,0.985,1.611
1,1,4,227,221,0.959,0.041,0,1,2,6,1,0.765,1.432,1.85
1,1,4,228,213,0.048,0.952,0,2,1,6,1,1.176,1.417,1.606
1,1,4,229,217,0.572,0.428,0,1,2,5,1,2.015,0.281,1.452
1,1,4,230,244,0.408,0.592,0,1,2,5,0,0.943,0.298,1.686
1,1,4,231,229,0.128,0.872,0,2,1,5,1,1.508,0.354,1.645
1,1,4,232,256,0.044,0.956,0,2,1,6,1,0.802,0.193,1.394
1,1,4,233,223,0.597,0.403,0,1,2,6,0,0.949,0.465,1.465
1,1,4,234,241,0.966,0.034,0,1,2,6,1,0.593,0.314,1.648
1,1,4,235,219,0.03,0.97,0,2,1,6,1,1.102,0.458,1.343
1,1,4,236,253,0.957,0.043,0,1,2,6,1,1.226,0.236,1.508
1,1,4,237,242,0.149,0.851,0,2,1,3,0,2.174,1.473,2.006
1,1,4,238,218,0.964,0.036,0,1,2,6,1,0.652,0.492,1.675
1,1,4,239,235,0.805,0.195,0,1,2,6,1,0.926,0.403,1.477
1,1,4,240,211,0.13,0.87,0,2,1,6,1,1.212,1.357,2.073
1,1,4,241,236,0.074,0.926,0,2,1,6,1,1.008,0.45,3.721
1,1,4,242,207,0.943,0.057,0,1,2,6,1,1.093,0.907,1.666
1,1,4,243,193,0.044,0.956,1,2,1,6,1,0.72,0.316,1.88
1,1,4,244,228,0.18,0.82,1,2,1,3,0,2.623,0.271,2.151
1,1,4,245,215,0.832,0.168,0,1,2,6,1,0.908,1.145,1.985
1,1,4,246,194,0.762,0.238,0,1,2,6,1,0.743,0.307,1.809
1,1,4,247,196,0.339,0.661,0,1,2,4,1,1.292,0.314,2.264
1,1,4,248,210,0.115,0.885,0,2,1,3,0,3.841,1.217,2.255
1,1,4,249,216,0.23,0.77,0,2,1,2,0,7.478,1.554,2.112
1,1,4,250,231,0.07,0.93,1,2,1,5,1,1.046,1.165,1.738
1,1,4,251,205,0.127,0.873,0,2,1,4,1,2.93,2.621,2.008
1,1,4,252,201,0.864,0.136,0,1,2,6,1,0.936,1.268,1.721
1,1,4,253,212,0.291,0.709,0,1,2,2,1,6.364,1.414,4.62
1,1,4,254,249,0.065,0.935,0,2,1,4,1,1.052,1.154,1.836
1,1,4,255,202,0.981,0.019,0,1,2,6,1,0.677,1.001,1.63
1,1,4,256,204,0.131,0.869,0,2,1,5,1,2.866,1.103,1.567
1,1,5,257,316,0.042,0.958,0,2,1,6,1,1.553,0.58,2.009
1,1,5,258,310,0.921,0.079,0,1,2,6,1,0.795,1.061,1.509
1,1,5,259,295,0.07,0.93,0,2,1,6,1,1.309,1.003,1.349
1,1,5,260,275,0.13,0.87,0,2,1,6,1,3.76,0.507,1.526
1,1,5,261,273,0.909,0.091,1,1,2,6,1,0.619,0.274,1.461
1,1,5,262,282,0.964,0.036,0,1,2,6,1,0.677,0.219,1.412
1,1,5,263,286,0.755,0.245,0,1,2,5,0,1.317,0.729,1.485
1,1,5,264,302,0.923,0.077,0,1,2,6,1,1.536,0.339,1.27
1,1,5,265,266,0.981,0.019,0,1,2,6,1,0.707,0.447,1.787
1,1,5,266,285,0.959,0.041,0,1,2,6,1,0.68,0.493,1.501
1,1,5,267,291,0.807,0.193,0,1,2,6,1,0.662,0.452,1.667
1,1,5,268,262,0.053,0.947,0,2,1,6,1,1.322,0.342,1.82
1,1,5,269,307,0.419,0.581,0,1,2,3,0,19.13,1.32,3.354
1,1,5,270,312,0.151,0.849,0,2,1,5,1,2.228,1.019,1.758
1,1,5,271,293,0.128,0.872,0,2,1,5,0,1.074,1.202,1.403
1,1,5,272,263,0.955,0.045,0,1,2,6,1,0.706,0.669,1.608
1,1,5,273,258,0.762,0.238,0,1,2,6,1,1.241,0.305,1.623
1,1,5,274,279,0.832,0.168,0,1,2,6,1,0.744,0.268,1.563
1,1,5,275,297,0.782,0.218,0,1,2,6,1,0.634,0.282,1.508
1,1,5,276,304,0.276,0.724,0,2,1,3,1,11.811,1.659,2.107
1,1,5,277,315,0.949,0.051,0,1,2,6,1,0.814,1.136,1.788
1,1,5,278,267,0.033,0.967,0,2,1,6,1,1.152,0.931,3.836
1,1,5,279,320,0.044,0.956,0,2,1,6,1,8.057,0.712,1.934
1,1,5,280,283,0.03,0.97,0,2,1,6,1,1.118,0.276,1.787
1,1,5,281,289,0.662,0.338,1,1,2,5,0,0.951,0.867,2.148
1,1,5,282,314,0.526,0.474,0,1,2,6,0,0.836,0.284,1.528
1,1,5,283,277,0.048,0.952,0,2,1,6,1,1.344,0.629,1.836
1,1,5,284,272,0.939,0.061,0,1,2,6,1,1.133,0.611,1.702
1,1,5,285,313,0.065,0.935,0,2,1,6,1,1.434,0.387,1.867
1,1,5,286,306,0.149,0.851,0,2,1,4,1,7.126,0.236,2.014
1,1,5,287,274,0.115,0.885,1,2,1,3,1,1.702,1.219,1.87
1,1,5,288,257,0.044,0.956,1,2,1,6,1,0.855,0.221,1.782
1,1,5,289,319,0.981,0.019,0,1,2,6,1,0.81,0.307,1.782
1,1,5,290,284,0.943,0.057,0,1,2,6,1,1.442,0.314,1.481
1,1,5,291,311,0.047,0.953,0,2,1,5,1,1.309,0.515,1.842
1,1,5,292,292,0.18,0.82,0,2,1,5,1,1.267,0.748,1.779
1,1,5,293,299,0.805,0.195,0,1,2,6,1,1.161,0.332,1.669
1,1,5,294,271,0.943,0.057,0,1,2,6,1,1.073,0.361,1.815
1,1,5,295,303,0.185,0.815,0,2,1,6,1,1.672,0.495,1.601
1,1,5,296,278,0.028,0.972,0,2,1,6,1,0.963,0.045,1.646
1,1,5,297,288,0.547,0.453,0,1,2,5,1,1.173,0.375,1.592
1,1,5,298,268,0.131,0.869,0,2,1,6,1,2.17,0.422,1.461
1,1,5,299,260,0.339,0.661,0,1,2,4,0,2.257,0.561,2.752
1,1,5,300,290,0.862,0.138,0,1,2,6,1,1.595,0.31,1.859
1,1,5,301,259,0.952,0.048,0,1,2,6,1,0.718,0.33,1.679
1,1,5,302,309,0.042,0.958,0,2,1,6,1,1.203,0.372,2.016
1,1,5,303,296,0.852,0.148,0,1,2,6,1,1.887,0.597,1.958
1,1,5,304,287,0.597,0.403,0,1,2,6,1,1.245,0.445,1.446
1,1,5,305,280,0.23,0.77,0,2,1,4,1,1.708,0.961,3.983
1,1,5,306,301,0.972,0.028,0,1,2,6,1,1.186,0.269,1.907
1,1,5,307,265,0.864,0.136,1,1,2,6,1,0.65,0.305,1.629
1,1,5,308,308,0.408,0.592,1,2,1,3,1,6.506,1.096,1.813
1,1,5,309,317,0.957,0.043,0,1,2,5,1,0.666,0.513,1.69
1,1,5,310,264,0.642,0.358,0,1,2,4,0,1.66,0.252,1.937
1,1,5,311,318,0.932,0.068,0,1,2,6,1,1.037,0.878,1.734
1,1,5,312,261,0.487,0.513,0,1,2,4,0,1.384,1.265,1.825
1,1,5,313,276,0.291,0.709,0,2,1,5,0,2.439,1.72,1.957
1,1,5,314,294,0.319,0.681,1,2,1,5,1,2.766,0.84,2.144
1,1,5,315,269,0.127,0.873,0,2,1,6,1,1.384,0.162,1.727
1,1,5,316,281,0.572,0.428,0,1,2,6,1,0.913,0.357,1.769
1,1,5,317,300,0.074,0.926,0,2,1,6,1,1.393,0.275,1.718
1,1,5,318,298,0.191,0.809,0,2,1,4,1,2.515,0.329,1.526
1,1,5,319,270,0.353,0.647,0,1,2,3,0,1.131,0.318,1.667
1,1,5,320,305,0.966,0.034,0,1,2,6,1,1.054,0.374,2.063
